Link,Direccion,Habitaciones,Baños,Precio,Descripcion,Titulo1,Anfitrion,Ubicacion,Fechapubli,Avisospublicados,Tipo,Estacionamiento,Avisosactivosfecha,Scrapdate
https://new.yapo.cl/inmuebles/casa-por-dias_85745384,"Coquimbo, IV Coquimbo",3,2,$ 70.000,"Casa con 3 dormitorios y 2 baños 1 pieza con cama king y más 2 camas de una plaza más un baño  1 pieza con cama 2 plazas 1 pieza con cama 2 plazas 1baño Estacionamiento amplio hasta 3 autos Cable ,internet Horno  Parrilla Ubicada a 2 cuadras del Cesfam del sauce Serca de supermercado y farmacia De la ruta 5 hasta la casa son 12 a 15 minutos en vehículo Por la avenida el sauce  Lugar tranquilo Ubicado en zona de seguridad  Para 8 personas  Disponible desde el 19 febrero desde las 15:30 hrs",Casa por dias,karol,,13-02-2023,74,Casa,,2,14-02-2023
