,Titulo1,Titulo2,Comuna,Region,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,Depto. con vista y acceso a playa La Herradura,Condo entero,Coquimbo,Región de Coquimbo,4,3,2, Habitación,2,privado,35.0,-29.981,-71.3508,"https://maps.google.com/maps?ll=-29.981,-71.3508&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Departamento en piso 9 equipado para 4 personas, con puerta de acceso directo a una de las playas más hermosas de Chile, ""La Herradura"" y de aguas tranquilas. Además, a 10 Km. se encuentra la ciudad de La Serena  y en los alrededores podrás disfrutar  del Valle de Elqui a 70 Km.
La piscina se encuentra abierta generalmente entre diciembre y febrero. (Los Lunes cerrado) Durante el resto del año, en general, está cerrada. Sugiero a mis huéspedes que le guste la playa más que solo piscina.


El departamento está completamente equipado para 4 personas y cuenta con vista hermosa al mar. Tiene 2 dormitorios y 2 baños. El condominio tiene acceso directo a la playa. Cuenta, además, con piscina (no muy grande) el cual se deben respetar las reglas que establece el condominio y cuenta con estacionamiento gratuito. La piscina en general se encuentra habilitada para el baño en temporada de verano y cerrada el resto del año por frío. Será abierta en el verano 2023 pero, dependiendo de las circunstancias podrían haber aforos máximos y cumplir las exigencias del condominio. No es una piscina muy grande por lo que sugiero que mis huéspedes prefieran playa más que piscina.","['Acceso a la playa', 'Frente a la playa']",4.93,91,María Luisa,07-2017,https://www.airbnb.cl/rooms/19876363?adults=1&children=0&infants=0&pets=0&check_in=2023-03-09&check_out=2023-03-16&previous_page_section_name=1000&federated_search_id=b83d3cbe-6fa2-478d-89b4-d08fb9a9f50c
1,"♥ Tu Destino, Tu Vista, Tu SPA ☀",Vivienda rentada entero,Coquimbo,Región de Coquimbo,4,3,2, Habitación,2,privado,86.0,-29.9825,-71.3522,"https://maps.google.com/maps?ll=-29.9825,-71.3522&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Nuestros huéspedes lo dicen: Es el lugar perfecto para vacaciones o escapes de la ciudad ☀.
Te ofrecemos un lugar Nuevo e Impecable, con una Vista infinita al mar, Spa,  Acceso directo a la playa, Piscina, ¡y mucho más!
Tendrás 2 habitaciones, 2 baños completos, cocina full-equipada, TV cable, HBO Max, Wifi, Audio bluetooth, Libros y  más. ¡Nuestra hospitalidad hará que te sientas como en casa!. 
Nos encargaremos de que tu experiencia sea increíble y garantizamos que vas a volver a visitarnos ♥.


Completamente equipado (utensilios de cocina, ollas, vajilla, cubiertos, vasos, copas, ... ¡todo lo que imaginas! ).
Incluye sistema de sonido portátil Bose (bluetooth), WiFi de alta velocidad y calidad, HBO Max, TV cable, libros, revistas, 1 silla de playa, sombrilla y mucho más. ¿Necesitas algo adicional? ¡Consúltanos y veremos cómo ayudarte!","['Acceso a la playa', 'Frente a la playa']",4.98,128,Carlos,06-2017,https://www.airbnb.cl/rooms/19311735?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=b83d3cbe-6fa2-478d-89b4-d08fb9a9f50c
2,☼ Primer Piso Primera Línea al lado de la Playa! ☼,Condo entero,Puerto Velero,Coquimbo,5,4,2, Habitación,2,privado,96.278,-30.2411,-71.4767,"https://maps.google.com/maps?ll=-30.2411,-71.4767&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Probablemente el mejor departamento en todo Puerto Velero. La mejor ubicación, Primera Línea y Primer Piso! A menos de 50 metros de la playa con bajada directa, la mejor vista,  amplio jardín privado, terraza, hamaca, reposeras. Departamento amplio y equipado para disfrutar de unas vacaciones inolvidables. Sencillamente un estándar superior a otros departamentos de Puerto Velero!


✓Exclusivo departamento ✓ Primer piso ✓Primera Línea ✓La mejor vista despejada ✓Jardín privado amplio ✓Acceso directo a la playa a pasos de distancia ✓Completamente remodelado y equipado ✓ Espacioso living comedor, cocina, terraza ✓Todas las habitaciones incluyendo cocina con vista al mar, la playa Socos y la península de Tongoy ✓Cuenta con 2 dormitorios y 2 baños ✓No hay camas en comedor, living ni sofá-camas ✓Estacionamiento privado con toldo incluido ✓Disfrutarás del departamento completo.

✓Reposeras ✓Hamaca ✓Mesa de terraza ✓Wifi gratuito ✓2 Smart TV's LED con TV-Cable ✓Máquina Nespresso ✓3 Estufas Eléctricas ✓Ventanas Termopanel ✓Cocina Equipada ✓Lava Vajillas ✓Horno eléctrico ✓Microondas ✓Lavadora/Secadora  ✓Plancha ✓Secador de pelo.

IMPORTANTE: Este arriendo para 5 o menos huéspedes no tendrá disponible una de las habitaciones extra que tiene (permanecerá cerrada). Consulte la posibilidad de agregar una habitación adicional para 3 personas por un cargo extra (Para 8 personas en total).

SIN CARGO ""TARIFA POR SERVICIO"": A diferencia de otras publicaciones nosotros no cobramos ""Tarifa por servicio"". Te invitamos a comparar el costo total.","['Acceso a la playa', 'Frente a la playa']",5.0,27,Daniel,11-2017,https://www.airbnb.cl/rooms/49547795?adults=1&children=0&infants=0&pets=0&check_in=2023-04-16&check_out=2023-04-21&previous_page_section_name=1000&federated_search_id=b83d3cbe-6fa2-478d-89b4-d08fb9a9f50c
3,★ Primer Piso Primera Línea al lado de la Playa! ★,Condo entero,Puerto Velero,Coquimbo,8,7,3, Habitación,2,privado,105.333,-30.2408,-71.4765,"https://maps.google.com/maps?ll=-30.2408,-71.4765&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Probablemente el mejor (o uno de los mejores) departamento en todo Puerto Velero. La mejor ubicación, Primera Línea y Primer Piso! A menos de 50 metros de la playa con bajada directa, la mejor vista,  amplio jardín privado, terraza, hamaca, reposeras. Departamento amplio y equipado para disfrutar de unas vacaciones inolvidables. Sencillamente un estándar superior a otros departamentos de Puerto Velero!


✓Exclusivo departamento ✓ Primer piso ✓Primera Línea ✓La mejor vista despejada ✓Jardín privado amplio ✓Acceso directo a la playa a pasos de distancia ✓Completamente remodelado y equipado ✓ Espacioso living comedor, cocina, terraza ✓Todas las habitaciones incluyendo cocina con vista al mar, la playa Socos y la península de Tongoy ✓Cuenta con 3 dormitorios y 2 baños ✓No hay camas en comedor, living ni sofá-camas ✓Estacionamiento privado con toldo incluido ✓Disfrutarás del departamento completo.

✓Reposeras ✓Hamaca ✓Mesa de terraza ✓Wifi gratuito ✓2 Smart TV's LED con TV-Cable ✓Máquina Nespresso ✓3 Estufas Eléctricas ✓Ventanas Termopanel ✓Cocina amplia y equipada ✓Lava Vajillas ✓Horno eléctrico ✓Microondas ✓Lavadora/Secadora  ✓Plancha ✓Secador de pelo.

SIN CARGO ""TARIFA POR SERVICIO"": A diferencia de otras publicaciones nosotros no cobramos ""Tarifa por servicio"". Te invitamos a comparar el costo total.","['Acceso a playa Público o compartido', 'Frente a la playa']",4.82,17,Daniel,11-2017,https://www.airbnb.cl/rooms/48301966?adults=1&children=0&infants=0&pets=0&check_in=2023-04-16&check_out=2023-04-21&previous_page_section_name=1000&federated_search_id=b83d3cbe-6fa2-478d-89b4-d08fb9a9f50c
4,Hermoso departamento nuevo con vista al mar,Vivienda rentada entero,Los Molles,Región de Valparaíso,4,3,2, Habitación,2,privado,65.0,-32.23792,-71.51161,"https://maps.google.com/maps?ll=-32.23792,-71.51161&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Nuevo y acogedor departamento ubicado en condominio Bordemar frente a la caleta Los Molles, a pasos de playa, restaurantes y cerca de parque puquén. Los Molles está a 2 horas de Santiago.
Dos dormitorios y dos baños equipado para 4 personas máximo. Smart tv, Wifi, cable, parrilla a gas y amplia terraza con vista al mar.

El espacio
Acogedor y nuevo dpto. Para 4 personas frente al mar","['Acceso a la playa', 'Frente a la playa']",4.85,48,Verónica,11-2017,https://www.airbnb.cl/rooms/22741754?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-08&previous_page_section_name=1000&federated_search_id=b83d3cbe-6fa2-478d-89b4-d08fb9a9f50c
5,"Departamento 2b,2d. A una cuadra de la Playa.",Condo entero,Coquimbo,Chile,5,4,2, Habitación,2,privado,40.0,-29.94756,-71.28918,"https://maps.google.com/maps?ll=-29.94756,-71.28918&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Departamento hasta  5 personas. Dos piezas, dos baños, cocina cerrada, internet Wifi. Estacionamiento techado. A una cuadra de la playa, y del Casino de Coquimbo. Vista a bahía de Coquimbo (ver fotos). No incluye toallas, solo tv abierta y Amazon prime.
Check in 16:00 check out 12:00","['Acceso a playa Público o compartido', 'Frente a la playa']",4.96,49,Eduardo,04-2017,https://www.airbnb.cl/rooms/51308688?adults=1&children=0&infants=0&pets=0&check_in=2023-03-19&check_out=2023-03-26&previous_page_section_name=1000&federated_search_id=b83d3cbe-6fa2-478d-89b4-d08fb9a9f50c
6,"☀1era Línea 1er Piso con Piscina, Jardín y Playa!☀",Vivienda rentada entero,Puerto Velero,Coquimbo,7,6,2, Habitación,2,privado,90.551,-30.2424,-71.4753,"https://maps.google.com/maps?ll=-30.2424,-71.4753&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Uno de los mejores departamentos en todo Puerto Velero. La mejor ubicación, Primera Línea y Primer Piso! Recién remodelado con espectacular Piscina a 30 metros y bajada directa a la Playa que está a 120 mts!  la mejor vista,  amplio jardín (ideal niños), terraza, reposeras. Departamento amplio y equipado para disfrutar de unas vacaciones inolvidables. Sencillamente un estándar superior a otros departamentos de Puerto Velero!


✓Exclusivo departamento ✓ Primer piso ✓Primera Línea ✓La mejor vista despejada ✓Jardín amplio ✓Acceso directo a piscina y playa a pasos de distancia ✓Recién remodelado y totalmente equipado ✓ Espacioso living comedor y terraza  ✓Increíble vista al mar, la playa Socos y la península de Tongoy ✓Cuenta con 2 dormitorios y 2 baños ✓No hay camas en comedor, living ni sofá-camas ✓Estacionamiento privado ✓Disfrutarás del departamento completo.

✓Reposeras ✓Mesa de terraza ✓Wifi gratuito ✓2 Smart TV's LED con TV-Cable ✓Máquina Nespresso ✓3 Estufas Eléctricas ✓Ventanas Termopanel PVC nuevas ✓Moderna Cocina equipadísima ✓Lava Vajillas ✓Horno eléctrico ✓Microondas ✓Lavadora/Secadora  ✓Plancha ✓Secador de pelo.


SIN CARGO ""TARIFA POR SERVICIO"": A diferencia de otras publicaciones nosotros no cobramos ""Tarifa por servicio"". Te invitamos a comparar el costo total.","['Acceso a la playa', 'Frente a la playa']",5.0,9,Daniel,11-2017,https://www.airbnb.cl/rooms/642412048765613150?adults=1&children=0&infants=0&pets=0&check_in=2023-04-09&check_out=2023-04-14&previous_page_section_name=1000&federated_search_id=b83d3cbe-6fa2-478d-89b4-d08fb9a9f50c
7,Acogedor departamento con hermosa vista al mar,Condo entero,La Serena,Coquimbo,4,3,2, Habitación,2,privado,78.4,-29.89873,-71.27113,"https://maps.google.com/maps?ll=-29.89873,-71.27113&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"El departamento tiene vista directa a la laguna y al mar. Amoblado con todo lo necesario para vivir comodamente, 2 televisores, equipo de musica, horno, microonda, lavadora, juguera, tostador. Ademas de una ubicación estratégica: a pasos de la avenida del mar con acceso directo. En laguna e instalaciones se puede practicar kayak, cuenta con cancha de tenis, cancha multiuso, quincho, piscina y hermosas instalaciones para disfrutar de la laguna y playa.","['Acceso a playa Público o compartido', 'Frente a la playa']",4.49,35,Shannen,03-2016,https://www.airbnb.cl/rooms/52327987?adults=1&children=0&infants=0&pets=0&check_in=2023-03-06&check_out=2023-03-13&previous_page_section_name=1000&federated_search_id=b83d3cbe-6fa2-478d-89b4-d08fb9a9f50c
8,EXCELENTE depto en Los Molles - Frente a PLAYA,Condo entero,Los Molles,Valparaíso,7,5,3, Habitación,2,privado,60.872,-32.23927,-71.51551,"https://maps.google.com/maps?ll=-32.23927,-71.51551&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Departamento en ""Bordemar Los Molles""

3 Dormitorios + 2 baños (80 mts2)

Capacidad 7 personas

Terraza con vista al mar (PISO 4 sin ascensor)

TV Cable

Piscina

A 20 mts de la playa

Estacionamiento INCLUIDO

Arrienda dueño

**Valor arriendo NO INCLUYE sabanas ni toallas","['Acceso a la playa', 'Frente a la playa']",4.80,35,Daniel,01-2018,https://www.airbnb.cl/rooms/52399435?adults=1&children=0&infants=0&pets=0&check_in=2023-03-06&check_out=2023-03-11&previous_page_section_name=1000&federated_search_id=b83d3cbe-6fa2-478d-89b4-d08fb9a9f50c
9,Departamento La Serena a pasos del Mar,Condo entero,La Serena,Coquimbo,5,4,2, Habitación,2,privado,40.32,-29.93062,-71.27872,"https://maps.google.com/maps?ll=-29.93062,-71.27872&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Cómodo departamento en cuarto piso de Condominio Pacífico II, ubicado en sector de playa cuatro esquinas. Full equipado para 5 personas, incluye TV cable y WiFi. El departamento cuenta con 2 dormitorios y 2 baños completos, más cocina tipo americana y sala de estar.

El espacio
Condominio Pacífico II cuenta con acceso controlado 24 hrs., áreas verdes, piscinas, quinchos, sala de lavandería y sala multiuso de uso gratuito. También cuenta con estacionamiento dentro del condominio designado para cada departamento. Esta ubicado a media cuadra de la playa por lo que puedes llegar fácilmente caminando.",['Acceso a la playa'],4.86,7,Elqui Advisers,01-2019,https://www.airbnb.cl/rooms/41011052?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-08&previous_page_section_name=1000&federated_search_id=b83d3cbe-6fa2-478d-89b4-d08fb9a9f50c
