,Titulo1,Titulo2,Comuna,Region,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,"Papudo lujo frente a la playa, Costa Puyai",Condo entero,Papudo,Región de Valparaíso,4,3,2, Habitación,2,privado,104.833,-32.50062,-71.43497,"https://maps.google.com/maps?ll=-32.50062,-71.43497&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Disfrute de este condominio de lujo frente a la playa Papudo con hermosas vistas del Océano Pacífico.  El complejo ofrece todas las comodidades (estacionamiento, seguridad las 24 horas, piscina, canchas de tenis). El apartamento es moderno, luminoso, súper limpio, acogedor y está preparado para el descanso y la relajación.  Adherimos al protocolo de higiene y sanitizacion recomendado por AirBNB por consiguiente, pediso proveer su propia ropa de cama y toallas de bano por favor. Gracias.


Los huéspedes pueden acceder a todas las instalaciones: 2 piscinas, 2 piscinas para bebés, acceso a la playa, seguridad las 24 horas, incluyendo un teléfono en la cocina con acceso directo a la puerta de la guardia. El apartamento tiene una unidad de lavadora / secadora incorporada para mayor comodidad, junto con reproductor de CD, wifi gratuito, televisión por cable, pantalla LED, reproductor de DVD, microondas, máquina de café espresso y cocina totalmente equipada.","['Acceso a la playa', 'Frente a la playa']",4.93,103,Patricia,06-2018,https://www.airbnb.cl/rooms/26058098?adults=1&children=0&infants=0&pets=0&check_in=2023-03-06&check_out=2023-03-12&previous_page_section_name=1000&federated_search_id=dad9de39-78a2-42e0-b51b-11d6d31ede8e
1,Bordemar bello dpto desconéctate frente al mar,Vivienda rentada entero,Puchuncavi,Valparaíso,5,4,2, Habitación,1,privado,59.904,-32.71652,-71.48365,"https://maps.google.com/maps?ll=-32.71652,-71.48365&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Hermoso departamento decorado para ofrecer una experiencia inolvidable, primera línea frente al mar que cautiva todos tus sentidos. 
Preparado para una estadía placentera, cocina, coffee corner,  escritorio-comedor, terraza, parrilla eléctrica, TV y Wifi.
Caminado por el bosque bajas a hermosa playa privada o a las piscinas, sauna, jacuzzi, canchas deportivas del condominio. En Horcón hay para comprar todo lo que necesites o a almorzar en los restaurantes. También puedes pasear por la costa.


Para tu confort tiene una habitación principal con vista al mar, una cama muy bien equipada, televisor y un gran closet, para que puedas descansar como corresponde. La habitación de visita tiene vista al mar con camarotes  de dos camas bien equipadas para que toda la familia esté cómodamente instalada. 
El estar es un espacio que integra la cocina, comedor, living y encantadora  terraza, todo siempre mirando el mar y mobiliario recientemente renovado para una gran estadía.
Si bajas dos pisos, por escala o ascensor llegas al nivel de la playa para aprovechar el agua. Si subes a nivel del acceso al edificio está una piscina y un jacuzzi al aire libre con vista maravillosa del mar. Un poco más arriba llegas al Sauna, al gimnasio, a los quinchos y las diferentes canchas disponibles para los huéspedes previa reserva  en algunos y pago en el caso del sauna.",['Acceso a la playa'],5.0,3,Guillermo,02-2016,https://www.airbnb.cl/rooms/781145950925218487?adults=1&children=0&infants=0&pets=0&check_in=2023-03-10&check_out=2023-03-15&previous_page_section_name=1000&federated_search_id=dad9de39-78a2-42e0-b51b-11d6d31ede8e
2,"★Departamento al frente de la playa★BBQ,Wifi★",Vivienda rentada entero,Papudo,Region de Valparaiso,5,4,2, Habitación,2,privado,64.496,-32.5045,-71.4368,"https://maps.google.com/maps?ll=-32.5045,-71.4368&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Hermoso departamento en Papudo Laguna 2D/2B, full equipado para 5 personas (incluye wifi alta velocidad, cable y estacionamiento). El condominio cuenta con una laguna artificial navegable y con piscinas para nadar alrededor de ella.

Terraza con vista al mar y al humedal. Balcón protegido con malla de seguridad.

Cuenta con canchas de tenis y futbol y con un área de juegos para niños. Y lo mejor...Acceso DIRECTO a la playa!

**La limpieza es realizada por profesionales**


El condominio está ubicado justo al frente de un estero, vista a las montañas y el mar. Tranquilidad única. Ideal para pasar unas vacaciones en familia con un paisaje que enamora!

En los alrededores se puede disfrutar de varias actividades, tales como: cabalgatas, trekking, bicicleta, además del kayaking en la laguna navegable.

La terraza cuenta con una parrilla a gas y malla de seguridad.

El departamento está completamente equipado. Si necesitas cuna, también dispongo de una; solo debes solicitarla .","['Acceso a la playa', 'Frente a la playa']",4.89,47,Maria Jose,10-2015,https://www.airbnb.cl/rooms/16766667?adults=1&children=0&infants=0&pets=0&check_in=2023-03-14&check_out=2023-03-20&previous_page_section_name=1000&federated_search_id=dad9de39-78a2-42e0-b51b-11d6d31ede8e
3,Espectacular Departamento Papudo en primera linea,Vivienda rentada entero,Papudo,Valparaíso,6,5,2, Habitación,2,privado,70.017,-32.4976,-71.43221,"https://maps.google.com/maps?ll=-32.4976,-71.43221&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Disfruta de este condominio de lujo frente a la playa de Punta Puyai con acceso inmediato al mar y con hermosas vistas del Océano Pacífico. El complejo ofrece todas las comodidades (estacionamiento, seguridad las 24 horas, piscinas, canchas de tenis, canchas de padel). El departamento está ubicado en un tercer piso con vista frontal primera línea al mar, es moderno, luminoso, súper limpio, acogedor y está preparado para el descanso.  Ideal para familia con niños, parejas o amigos.


GENERAL: Los huéspedes pueden acceder a todas las instalaciones: 2 piscinas, 2 piscinas para bebés (abiertos desde diciembre a marzo), hermosos jardines, acceso directo a la playa, seguridad las 24 horas incluyendo un citófono en la cocina con acceso directo a la puerta de la conserjería. El acceso al departamento es con clave electronica que se enviará al huesped, asi pueden ingresar a la hora que quieren.

WIFI + TVs
El departamento cuento con WIFI en todo el departamento y en el balcón. Los dos televisores (65 y 55 pulgadas) están conectados al internet y tendrán acceso a los siguientes servicios de streaming gratuitamente: Netflix, Amazon Prime Video, Apple TV+, Disney+, Star+ y HBO Max. Además, ambos TVs están con TV cable. 

CAMAS + BAÑO
Hay una cama matrimonial y 2 camarotes con 2 camas de 1 plaza cada uno. Cuando llegues al depto, las camas estáran con ropa de cama limpia: sabanas de algodón y plumón con cubre-plumón de bamboo para que descanses mejor. Cada huésped recibe también 2 toallas (1 toalla de baño y 1 toalla de mano). Para cada baño hay un piso de baño de algodón limpio.

NIÑOS Y BEBES
El departamento cuenta con una cuna pack&play que está guardada en el closet del dormitorio principal. Es fácil de armar y guardar. Además, para los más pequeños, hay una silla de comer portátil que puedes instalar en la mesa del comedor.
Para la diversión durante la estadía, encuentran los siguientes juegos de mesa: Monopoly, Uno, Pictionary, Conecta 4, la Torre de beber y cartas tradicionales para jugar. Y para los deportivos: 2 racks de tenis para niños y 2 racks de tenis para adultos con tres pelotas.

LAVAVAJILLAS
El departamento cuenta con un lavavajilla grande. Para usarlo, simplemente llenar el lavavajilla con los platos sucios, agregar detergente (está debajo del lavamanos) en el dispensador, cerrarlo y encender. Asi no gastas tiempo valioso en lavar.

PRODUCTOS BASICOS
En la cocina encuentras varios productos básicos para cocinar: Sal, pimienta, aceite, té negro, Nescafé Tradición y azúcar. Hay una cafetera tradicional, cafetera italiana y cafetera francesa que usa café molido. ¡Trae tu grano favorito para disfrutar de tu café de siempre en la playa!

MASCOTAS
Tu mascota está bienvenida. Encuentras un bowl para darle comida/agua en la cocina. Por favor, las mascotas no pueden subir a las camas. Además, te pido que la vigiles para que no dañe a los muebles o el departamento en general. ¡Gracias!

QUINCHO + CANCHA DE TENIS + CANCHA DE PADEL + CANCHA MULTI USO
Pueden hacer uso de todos esos espacios comunes sin costo con reserva previa. En el departamento encuentran 2 raquetas de tenis para adultos y 2 raquetas para niños con pelotas para que disfruten de un partido entre amigos en la playa.

LAVANDERIA
En caso de que necesites lavar ropa, en el -1 del edificio hay una lavandería con lavadoras y secadoras. Para usarlas, necesitas pedir fichas (1 ficha por lavado o secado) en conserjería. El costo por ficha (CLP 1.500) se cargará a los gastos comunes de mi departamento y no tiene costo para ti. Te pediría uso razonable con las fichas :)","['Acceso a playa Público o compartido', 'Frente a la playa']",5.0,7,Michael,10-2016,https://www.airbnb.cl/rooms/755246918538382239?adults=1&children=0&infants=0&pets=0&check_in=2023-03-19&check_out=2023-03-24&previous_page_section_name=1000&federated_search_id=dad9de39-78a2-42e0-b51b-11d6d31ede8e
4,Departamento frente al mar primera línea de playa,Condo entero,Comuna de Puchuncaví / Horcón,Región de Valparaíso,4,3,2, Habitación,1,privado,60.0,-32.71388,-71.48486,"https://maps.google.com/maps?ll=-32.71388,-71.48486&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Cómodo departamento con vista al mar. Completamente amoblado, con todo lo necesario para pasar unos días de descanso. Ubicado en primera línea de playa de un edificio con ascensor.

El condominio cuenta con piscinas, estacionamiento, jacuzzi caliente al aire libre, quincho, cancha de tenis, plaza de juegos, zona ejercicios, zona wifi. Todo, disponible para su uso responsable y según disponibilidad.

A sólo 15 minutos en auto de Maitencillo y 15 minutos caminando de Caleta Horcón.


Muy cómodo y acogedor, con todo lo que necesitas para pasar unos días de descanso. Es un departamento habilitado para el uso de mi familia y no exclusivamente para arriendo.

El Condominio es muy tranquilo, especial para familias con niños, muy seguro y enclavado en medio de un bosque con grandes jardines.

Para disfrutar del jacuzzi temperado, debes llevar gorra de baño. Sino, en la administración venden.

Listo para disfrutar. Sólo debes llevar sábanas y toallas, que son de uso personal.","['Acceso a playa Privado', 'Frente a la playa']",4.64,165,Mauricio,12-2014,https://www.airbnb.cl/rooms/8110742?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=dad9de39-78a2-42e0-b51b-11d6d31ede8e
5,Hermoso Departamento Frente al mar,Vivienda rentada entero,Puchuncavi,Región de Valparaíso,5,3,2, Habitación,"1,5",privado,60.0,-32.7157,-71.48644,"https://maps.google.com/maps?ll=-32.7157,-71.48644&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Departamento frente al mar con hermosa vista.
Totalmente equipado, ubicado en primera línea. Departamento cuenta con cocina totalmente equipada, ropa de cama, sabanas y toallas, TV cable. Living cuenta además con sofá cama por lo que podrían ser 5 personas como máximo. Condominio cuenta vigilancia las 24 hrs., Sauna, Jacussi, piscinas canchas de tenis, basquetbol baby futbol, quincho para asados y lavandería.  Arriendo mínimo  3 días.  (Nota: confirmar disponibilidad de las instalaciones)","['Acceso a la playa', 'Frente a la playa']",4.98,51,Andres,03-2019,https://www.airbnb.cl/rooms/37661281?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-07&previous_page_section_name=1000&federated_search_id=dad9de39-78a2-42e0-b51b-11d6d31ede8e
6,Precioso departamento en Punta Puyai (Costa Puyai),Vivienda rentada entero,Papudo,Región de Valparaíso,6,5,2, Habitación,2,privado,105.0,-32.4955,-71.4327,"https://maps.google.com/maps?ll=-32.4955,-71.4327&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Precioso y moderno departamento ubicado en exclusivo condominio de Punta Puyai (Costa Puyai) en primera linea de playa, acceso directo, con espectacular vista al mar y una gran piscina . Muy cómodo y con todas las facilidades para un gran descanso!
Ubicado en un 2do piso (edificio cuenta con ascensor y estacionamiento).

El espacio
Muy funcional, con cocina equipada, sofá cama en living, cama matrimonial en el dormitorio principal,  camarote y diván cama (con cama nido) en segundo dormitorio (hasta 4 personas). Parrilla para asados, Tv de 45"" en living y 32"" en dormitorio principal (ambas con Tv cable). Estacionamiento particular.","['Acceso a la playa', 'Frente a la playa']",4.96,96,Gonzalo,04-2016,https://www.airbnb.cl/rooms/32215166?adults=1&children=0&infants=0&pets=0&check_in=2023-03-18&check_out=2023-03-23&previous_page_section_name=1000&federated_search_id=dad9de39-78a2-42e0-b51b-11d6d31ede8e
7,Gran terraza y hermosa vista,Vivienda rentada entero,Cachagua,Región de Valparaíso,6,4,3, Habitación,2,privado,186.667,-32.62171,-71.42372,"https://maps.google.com/maps?ll=-32.62171,-71.42372&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Lindo y cómodo departamento ubicado en  Condominio Costa Cachagua. Se ubica en un primer piso y cuenta con acceso directo a los jardines, ademas de poseer una amplia terraza con preciosa vista al mar, la que se accede desde el living comedor y la pieza principal. Se encuentra a pasos de una piscina y jacuzzi al aire libre. Cuenta con camas para 6 personas y 2 estacionamientos.


El departamento cuenta con 3 piezas y dos baños (uno en suite), living y comedor con chimenea, una amplia terraza que cuenta con comedor, parrilla y reposeras en el sector de la habitación principal. Hay una pequeña logia con lavadora y secadora.",['Cocina'],4.90,52,Sofia,05-2013,https://www.airbnb.cl/rooms/26736865?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-07&previous_page_section_name=1000&federated_search_id=dad9de39-78a2-42e0-b51b-11d6d31ede8e
8,Lindo Dpto con vista al mar (Cable/Wifi y SmartTV),Vivienda rentada entero,Puchuncavi,Región de Valparaíso,5,4,2, Habitación,2,privado,55.0,-32.72398,-71.47035,"https://maps.google.com/maps?ll=-32.72398,-71.47035&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Hermoso y seguro condominio a 15 minutos de Maitencillo.
El departamento cuenta con dos dormitorios, dos baños, un baño en suite. Hay dos televisores con cable y el departamento cuenta además con wifi. En la cocina hay un refrigerador, microondas, vajilla y todos los utensilios necesarios. Amplia vista al mar!
Hay tres piscinas, canchas de tenis y de futbol, gimnasio, sala comunitaria y un gran quincho.
Se recomienda el uso automóvil.
Cobro de $25.000 adicional por aseo.


Todo el departamento",['Acceso a la playa'],4.80,40,Carolina,01-2016,https://www.airbnb.cl/rooms/22526397?adults=1&children=0&infants=0&pets=0&check_in=2023-03-13&check_out=2023-03-18&previous_page_section_name=1000&federated_search_id=dad9de39-78a2-42e0-b51b-11d6d31ede8e
9,"Depto Costa Puyai II, Papudo.",Vivienda rentada entero,Papudo,Región de Valparaíso,6,7,3, Habitación,2,privado,85.0,-32.49646,-71.43351,"https://maps.google.com/maps?ll=-32.49646,-71.43351&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Hermoso depto nuevo y completamente equipado para 6 personas, jardines, dos piscinas, quinchos, gimnasio, tenis, paddle , cercano a playa Los Lilenes. Cuenta con un estacionamiento al interior, otro de visitas.  Bonita vista en un primer piso. En tiempos Covid, este lugar evita aglomeraciones. Cuídate y a las personas que te importan.

El espacio
Lugar tranquilo.  Entorno relajante, bosque eucaliptos para caminar. Playas no congestionadas (incluso en temporada alta). Caminando a la playa.","['Acceso a playa Público o compartido', 'Frente a la playa']",4.97,64,Guillermo,12-2016,https://www.airbnb.cl/rooms/16556366?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=dad9de39-78a2-42e0-b51b-11d6d31ede8e
