,Titulo1,Titulo2,Comuna,Region,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,Departamento Papudo Laguna,Apartamento con servicios incluidos entero,Papudo,Valparaíso,5,6,2, Habitación,2,privado,100.0,-32.50152,-71.43891,"https://maps.google.com/maps?ll=-32.50152,-71.43891&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Hermoso departamento frente al mar (en primera línea). Muy acogedor, con muy distribución y aprovechamiento de espacios. Sus comodidades son perfectas (TV Cable, Wifi, etc) que ayudan a disfrutar de tu estadía como si estuvieras en casa.",['Vista a la playa'],4.92,52,Renzo,04-2016,https://www.airbnb.cl/rooms/12520696?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=9be8d931-11cb-494a-819d-eddc23a85aad
1,Maravilloso departamento en la playa Los Molles,Casa particular,Los Molles,Valparaíso,5,4,3, Habitación,2,privado,75.0,-32.23637,-71.51211,"https://maps.google.com/maps?ll=-32.23637,-71.51211&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Descanso y desconexión a un paso de la playa y del comercio local, restaurantes, un par de minutos de autopista 5 norte,  a media hora promedio de otros lugares turísticos como Parque Puquen, Pichidangui, Las dunas de longotoma, Papudo, La Ligua y su dulzura.

El espacio
Departamento amoblado, tiene 3 dormitorios y 2 baños, living-comedor, con estacionamiento, capacidad 5-6 personas. Ubicado a 1 cuadra de la playa, vista despejada al humedal y al fondo la playa. Tiene 1 cama de 2 plazas, 1 camarote (1 plaza) y 1 cama (1 plaza), todos con cubre colchón impermeable y hay cobertores. Agua caliente de termo y tiene cable.","['Acceso a playa Público o compartido', 'Frente a la playa']",4.67,21,Fresia,06-2018,https://www.airbnb.cl/rooms/33161943?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-07&previous_page_section_name=1000&federated_search_id=9be8d931-11cb-494a-819d-eddc23a85aad
2,Departamento de descanso,Apartamento con servicios incluidos entero,Papudo,Valparaíso,4,3,2, Habitación,2,privado,75.0,-32.50162,-71.45598,"https://maps.google.com/maps?ll=-32.50162,-71.45598&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Relájate con toda la familia en este tranquilo lugar para quedarse.

Hermoso departamento para 4 personas, cuenta con dos habitaciones ( 1 cama matrimonial + 2 cama nido) , dos baños, living comedor, cocina y patio con vista a toda la bahía de papudo. 
Un lugar tranquilo y acogedor para pasar unos días.


Condominio cuenta con piscina, canchas de tenis, quincho, sala multiuso y gym",['Vista a la playa'],4.85,34,Sofia,07-2019,https://www.airbnb.cl/rooms/53359337?adults=1&children=0&infants=0&pets=0&check_in=2023-03-06&check_out=2023-03-11&previous_page_section_name=1000&federated_search_id=9be8d931-11cb-494a-819d-eddc23a85aad
3,Hermoso departamento 2D/2B/1E,Apartamento con servicios incluidos entero,Papudo,Valparaíso,5,3,2, Habitación,2,privado,120.0,-32.50114,-71.43676,"https://maps.google.com/maps?ll=-32.50114,-71.43676&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Departamento con 1 cama matrimonial, 2 camas de 1 1/2 plaza y si lo necesitas puedo dejarte 1 colchón inflable. Departamento en 6to piso, totalmente equipado con artículos de aseo, secador de pelo, parrilla y Wi-Fi, cuenta con todo lo necesario para tu estadía.
Condominio cuenta con acceso directo a laguna navegable, donde podrás practicar kayak, 3 piscinas para niños y adultos, reposeras, juegos infantiles, bicicleteros canchas de tenis y fútbol, salida directa al borde costero.


Condominio cuenta con acceso directo a laguna navegable, donde podrás practicar kayak, 3 piscinas para niños y adultos, reposeras, juegos infantiles, bicicleteros canchas de tenis y fútbol, salida directa al borde costero.","['Acceso a playa Público o compartido', 'Frente a la playa']",4.95,22,Jazmín,08-2020,https://www.airbnb.cl/rooms/53287857?adults=1&children=0&infants=0&pets=0&check_in=2023-03-20&check_out=2023-03-25&previous_page_section_name=1000&federated_search_id=9be8d931-11cb-494a-819d-eddc23a85aad
4,Departamento Papudo Laguna frente al Mar/Laguna,Apartamento con servicios incluidos entero,La Ligua,Valparaíso,6,5,2, Habitación,2,privado,100.0,-32.50322,-71.43842,"https://maps.google.com/maps?ll=-32.50322,-71.43842&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Lindo Departamento en condominio Papudo Laguna, full equipado para 6 personas, con un estacionamiento.
Vista a la Laguna y a la playa
Con conexión a wifi y televisión por cable, terraza sin malla de seguridad.
Condominio cuenta con piscinas, Laguna navegable, canchas de tenis y baby fútbol, kayaks, juegos para niños.

No incluye Sabanas/Toallas.


El departamento está muy bien ubicado frente a la playa y laguna.
Muy bien equipado , moderno y linda decoración.",['Vista a la bahía'],4.82,34,Arturo,12-2016,https://www.airbnb.cl/rooms/41317326?adults=1&children=0&infants=0&pets=0&check_in=2023-03-06&check_out=2023-03-12&previous_page_section_name=1000&federated_search_id=9be8d931-11cb-494a-819d-eddc23a85aad
5,Dpto 1ra Lìnea Vista Mar en Condominio con piscina,Apartamento con servicios incluidos entero,Papudo,Valparaíso,10,14,4, Habitación,3,privado,139.631,-32.49905,-71.43649,"https://maps.google.com/maps?ll=-32.49905,-71.43649&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Amplio departamento ubicado en piso 9, frente al mar con amplia vista. 4 Dormitorios y tres baños. 2 Dormitorios cama king en suite. 2 Dormitorios con 3 camas cada uno. Condominio con piscina, quincho, zona de juegos, cancha de futbol y de tenis. Acceso Directo a la playa. Arriendo mínimo 1 semana.",['Acceso la playa Público o compartido'],4.33,6,Lorena,06-2018,https://www.airbnb.cl/rooms/54052622?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=9be8d931-11cb-494a-819d-eddc23a85aad
6,Depto. Playa Maitencillo gran vista,Casa particular,Puchuncaví,Región de Valparaíso,6,5,2, Habitación,1,privado,80.0,-32.65775,-71.44282,"https://maps.google.com/maps?ll=-32.65775,-71.44282&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Ubicado frente a hermosas playas, vista insuperable, dispone de amplia terraza con barbecue. Living-comedor, 1 baño, cocina, 2 amplios dormitorios. Estacionamiento propio y visitas. Cercano a restaurants, caleta de pescadores, ferias de artesanía.

El espacio
Departamento con vista inigualable, frente a hermosas playas. 
Maitencillo se encuentra a 50 minutos de Viña del  Mar y a 1 hora 40 minutos de Santiago, con todos las comodidades y servicios que se requieren.","['Acceso a la playa', 'Frente a la playa']",4.62,156,Ana Luz,01-2015,https://www.airbnb.cl/rooms/11354097?adults=1&children=0&infants=0&pets=0&check_in=2023-03-19&check_out=2023-03-24&previous_page_section_name=1000&federated_search_id=9be8d931-11cb-494a-819d-eddc23a85aad
7,"Cómodas piezas independientes con baño, 4 personas",Habitación privada en casa particular,Pichidangui,Coquimbo,4,3,2, Habitación,1privado,privado,40.0,-32.13764,-71.52869,"https://maps.google.com/maps?ll=-32.13764,-71.52869&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Son 2 habitaciones con baño ubicadas en el 1° piso de la casa, con entrada independiente y estacionamiento.
En 1 habitación hay una cama matrimonial y en la otra, 2 camas un poco más angostas que las de 1 plaza (idealmente para niños o adultos  no muy grandes).
El lugar está pensado para personas que sólo necesiten dormir, es decir, no hay cocina ni living-comedor.
Si alojas acá, estarás a sólo 8 minutos caminando de la playa y 15 minutos de la feria artesanal, paseo peatonal y restaurantes.


El lugar tiene un mueble habilitado con hervidor, servicio, tazas, platos y vasos para 4 personas, ideal para tomar desayuno o un té o café para la tarde despues de la playa. 
Además hay pisos para sentarse y una mesa plegable.
No hay televisor.
Por estar aún en pandemia, usted debe traer sus sábanas y toallas.
No se permite fumar dentro de la casa y tampoco venir con mascotas.
Las habitaciones se encuentran en el primer piso de la casa, yo vivo en el segundo, por lo que está permitido hacer ruido entre las 9:00am y 23:30pm.
Por favor cuide el lugar para que otros puedan usarlo igual que usted y a su salida, deje las habitaciones y baño limpios y ordenados, así como las encontró.
¡Que disfrute su estadía!","['Acceso a playa Público o compartido', 'Frente a la playa']",4.80,5,María Josefina,04-2019,https://www.airbnb.cl/rooms/556062585775699723?adults=1&children=0&infants=0&pets=0&check_in=2024-01-16&check_out=2024-01-23&previous_page_section_name=1000&federated_search_id=9be8d931-11cb-494a-819d-eddc23a85aad
8,Suites Marittimo 's Los Vilos,Habitación privada en apartamento con servicios incluidos,Los Vilos,Coquimbo,4,4,4, Habitación,4,privado,40.0,-31.90978,-71.49736,"https://maps.google.com/maps?ll=-31.90978,-71.49736&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Estamos ubicados en el acceso principal del balneario de Los Vilos a pasos de negocios, locales comerciales y trasporte público",['Televisor de alta definición con cable estándar'],,,Paolo,08-2022,https://www.airbnb.cl/rooms/691896465246792271?adults=1&children=0&infants=0&pets=0&check_in=2023-07-01&check_out=2023-07-07&previous_page_section_name=1000&federated_search_id=9be8d931-11cb-494a-819d-eddc23a85aad
9,Hermoso y cómodo departamento frente playa Abanico,Apartamento con servicios incluidos entero,Puchuncaví,Valparaíso,6,3,2, Habitación,1,privado,142.5,-32.64416,-71.43398,"https://maps.google.com/maps?ll=-32.64416,-71.43398&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Hermoso depto a pasos de playa Abanico.
Cuenta con todas las comodidades para tener una buena y tranquila estadía. Cocina equipada para 6 personas, horno, TV,  microondas, cafetera, refrigerador, entre otros.
Dormitorio principal muy iluminado con salida a la terraza. Dormitorio con camarote para 2 personas. Sillón cama en living de 2 plazas. Amplia terraza, vista al bosque
INFORMACIÓN MUY IMPORTANTE:
NO CUENTA CON SÁBANAS Y TOALLAS
NO CUENTA CON WIFI 
CHECK IN 15.00 h / CHECK OUT 12.00 h


El edificio cuenta con piscina con vista al mar, playa artificial con reposeras para tomar sol, sala de juegos.
Amplio estacionamiento y estacionamiento de visitas.
El departamento cuenta con plumones, frazadas, almohadas.
Calefacción central.
INFORMACIÓN MUY IMPORTANTE:
NO CUENTA CON SÁBANAS Y TOALLAS. 
NO CUENTA CON WIFI
CHECK IN 15.00 hrs /CHECK OUT 12.00 hrs
SE ENVIARÁ FORMULARIO QUE DEBERÁ COMPLETAR ANTICIPADAMENTE, ENVIAR A ARRENDADOR Y ENTREGAR EN PORTERÍA AL MOMENTO DE INGRESO, OBLIGATORIO POR ADM DE EDIFICIO, SI NO LO LLEVA NO PODRÁ INGRESAR.",['Vista al jardín'],4.74,35,María Cecilia,05-2018,https://www.airbnb.cl/rooms/52032772?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-08&previous_page_section_name=1000&federated_search_id=9be8d931-11cb-494a-819d-eddc23a85aad
10,hotel Cabañas Caribe .,Habitación en hotel,Choapa,Coquimbo,2,14,7, Habitación,8,privado,57.0,-31.9105,-71.5106,"https://maps.google.com/maps?ll=-31.9105,-71.5106&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"a 2 cuadras de la playa , ubicado en pleno centro , con estacionamiento privado  , cerca del Banco y comercio .Descubre los tesoros locales desde este moderno alojamiento.",['Cocina'],,,Sonia Alexandra,02-2023,https://www.airbnb.cl/rooms/818755362024826612?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=9be8d931-11cb-494a-819d-eddc23a85aad
11,Departamento Papudo Laguna vista al mar,Apartamento con servicios incluidos entero,Papudo,Valparaíso,4,3,2, Habitación,2,privado,120.0,-32.5013,-71.4384,"https://maps.google.com/maps?ll=-32.5013,-71.4384&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Si quieres sentirte cómodo y confortable, junto con ofrecerte una vista insuperable y con seguridad para tus niños, no dudes en reservar.
El departamento tiene seguridad 24/7,  estacionamiento exclusivo, lavajillas, 2 cafeteras Nespresso y de grano, calefont con T° ajustable y WIFI de fibra óptica.
El lugar tiene de piscinas con arena, kayaks, acceso directo a la playa, rodeado de naturaleza, gastronomía y entorno familiar.","['Acceso a playa Público o compartido', 'Frente a la playa']",5.0,7,José Luis,12-2019,https://www.airbnb.cl/rooms/774464947510723729?adults=1&children=0&infants=0&pets=0&check_in=2023-03-03&check_out=2023-03-08&previous_page_section_name=1000&federated_search_id=9be8d931-11cb-494a-819d-eddc23a85aad
12,Departamento con piscina y vista al mar CME422,Apartamento con servicios incluidos entero,Puchuncavi,Valparaíso,8,7,3, Habitación,2,privado,146.398,-32.65126,-71.42796,"https://maps.google.com/maps?ll=-32.65126,-71.42796&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Lindo departamento con vista al mar, ideal para descansar con la familia y  conectarse con la naturaleza. 
Tiene una terraza con vista al mar, para disfrutar de un buen libro, almorzar o relajarse mirando el mar.
Condominio Costamai, en Maitencillo, tiene seguridad las 24 hrs.
10 minutos caminando a la playa y restaurantes.
15 minutos caminando a la playa abanico.

NO SE ACEPTAN GRUPOS DE JÓVENES
NO ESTÁ PERMITIDO HACER FIESTAS
NO MASCOTAS",['Acceso la playa Público o compartido'],5.0,3,Martín,11-2019,https://www.airbnb.cl/rooms/752633544119636049?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=9be8d931-11cb-494a-819d-eddc23a85aad
13,Departamento Papudo Laguna para 9 personas,Apartamento con servicios incluidos entero,Papudo,Valparaíso,9,8,3, Habitación,2,privado,104.5,-32.45168,-71.22947,"https://maps.google.com/maps?ll=-32.45168,-71.22947&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Acogedor departamento en Papudo Laguna con vista a la laguna artificial y al mar, equipada para 9 personas 3D2B, segundo piso. 
El condominio cuenta con 3 piscinas, playas artificiales, cancha de tenis, futbol, deportes acuáticos en laguna artificial y juegos infantiles.

El espacio
Cuenta con 3 habitaciones y 2 baños, cocina equipada, living comedor y terraza con vista a laguna artificial, parrilla a gas y malla de seguridad. 
2 televisores, wifi, cable. 
En el condominio hay lavandería, espacios comunes como 3 piscinas, canchas de tenis y futbol y uso de kayak gratuitos.",['Acceso la playa Privado'],4.75,8,Valeria,10-2020,https://www.airbnb.cl/rooms/51491158?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-08&previous_page_section_name=1000&federated_search_id=9be8d931-11cb-494a-819d-eddc23a85aad
14,"Hermoso lugar para descansar, Linda Vista",Apartamento con servicios incluidos entero,Papudo,Valparaíso,5,7,2, Habitación,2,privado,96.209,-32.50509,-71.43749,"https://maps.google.com/maps?ll=-32.50509,-71.43749&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"""Lindo Departamento en condominio Papudo Laguna, full equipado para 6 personas, con un estacionamiento. Vista a la Laguna y a la playa  televisión por cable, terraza con malla de seguridad. Condominio cuenta con piscinas, Laguna navegable, canchas de tenis y baby fútbol, kayaks, juegos para niños.""
Incluye aseo de salida


Todas al áreas verdes, juegos para niños, cancha de tenis, cancha de fútbol, piscinas en temporada, Laguna para layas","['Acceso a la playa', 'Frente a la playa']",4.86,43,Robinson Patricio,11-2018,https://www.airbnb.cl/rooms/47888749?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=9be8d931-11cb-494a-819d-eddc23a85aad
