,Titulo1,Titulo2,Comuna,Region,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,Precioso primera línea Maitencillo frente a playa,Condo entero,Maitencillo, Puchuncaví,8,7,3, Habitación,3,privado,197.1,-32.67377,-71.44015,"https://maps.google.com/maps?ll=-32.67377,-71.44015&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Maitencillo es un balneario con exquisitas y variadas playas para descansar y compartir en familia o con amigos. Puedes realizar actividades como caminatas, surf o parapente y disfrutar la exquisita gastronomía del sector.","Acceso directo a la playa y una vista increíble

Espectacular departamento para 8 personas en primera línea y con bajada directa a la playa

Full equipado, sábanas, toallas, insumos básicos, Led 4K en todos los dormitorios, Prime, HBO, Star, Wifi

Gran terraza de 50 m2 con parrilla, reposeras, living y comedor

Acceso a la playa es directo, sin cruzar la calle

1 departamento por piso
2 Estacionamientos

Caminable al parapente y plaza de juegos 
A 5 min. en auto de restoranes y supermercados


Dormitorio 1: Suite cama King con vista al mar
Dormitorio 2: 2 camas nido 1,5 plaza con vista al mar (caben hasta 3 camas individuales)
Dormitorio 3: Suite 2 camas nido 1,5 plaza (caben hasta 4 camas individuales)",['Vista al mar'],5.0,33,Javier,03-2022,https://www.airbnb.cl/rooms/591364873564776637?adults=1&children=0&infants=0&pets=0&check_in=2023-04-10&check_out=2023-04-15&previous_page_section_name=1000&federated_search_id=c860f216-66e1-4413-9fd6-8ec377c536c5
1,"Departamento en Papudo, Punta Puyai",Condo entero,Papudo, Región de Valparaíso,10,8,4, Habitación,3,privado,210.0,-32.49612,-71.43256,"https://maps.google.com/maps?ll=-32.49612,-71.43256&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Primera línea, espectaculares vistas, 5º piso, 4 dormitorios, 3 baños, 2 estacionamientos, completamente equipado para 10 personas, con lavavajillas, lavadora, secadora, multicanchas, gimnasio, piscinas.",['Vista a la bahía'],4.95,19,Andrea,10-2017,https://www.airbnb.cl/rooms/21189196?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=c860f216-66e1-4413-9fd6-8ec377c536c5
2,Hermoso y amplio departamento con jardín y piscina,Condo entero,Puchuncaví, Valparaíso,12,10,4, Habitación,5,privado,130.0,-32.72125,-71.41473,"https://maps.google.com/maps?ll=-32.72125,-71.41473&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Lleva a toda la familia a este fantástico lugar con muchas zonas para divertirse. Cerca de la playa de Maitencillo, campos de Golf, piscina y mucho más.",['Cocina'],4.75,4,Arie,06-2015,https://www.airbnb.cl/rooms/53625227?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=c860f216-66e1-4413-9fd6-8ec377c536c5
3,Precioso y acogedor departamento frente al mar.,Condo entero,Puchuncaví, Región de Valparaíso,10,8,4, Habitación,"3,5",privado,210.0,-32.67057,-71.44007,"https://maps.google.com/maps?ll=-32.67057,-71.44007&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Departamento en Maitencillo Sur, Zona Costera de Chile. Frente a la playa, preciosa vista, ascensor para bajar a la playa caminando.
Estacionamientos privados y visitas. Cerca de comercio y todos los abastecimientos.

El espacio
Departamento muy bien decorado con todo lo necesario para unas vacaciones.",['Vista al mar'],5.0,14,Ximena,08-2014,https://www.airbnb.cl/rooms/39665593?adults=1&children=0&infants=0&pets=0&check_in=2023-03-21&check_out=2023-03-26&previous_page_section_name=1000&federated_search_id=c860f216-66e1-4413-9fd6-8ec377c536c5
4,Maravilloso departamento familiar junto al mar,Condo entero,Papudo, Valparaíso,8,7,4, Habitación,3,privado,148.5,-32.49778,-71.43462,"https://maps.google.com/maps?ll=-32.49778,-71.43462&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Maravilloso departamento en condominio cerrado frente al mar.  Imposible disfrutar del mar mejor que aqui. La vista es hermosa a todas horas. Sus rincones te enamorarán y podrás disfrutar de unas vacaciones familiares como en ningún lugar. La playa es tranquila y rica. El condominio entretenido para niños y adultos. Haz un asado en el quincho junto al mar o juega con tus niños en los juegos. O simplemente sal a caminar por la costanera en la tarde. Podrás disfrutarlo todo.


Es estar frente al mar en primera fila. Disfrutar de su vista y tranquilidad sin interrupciones.
Adicionalmente instalaciones muy bien decoradas y confortables para disfrutar los días de playa.",['Vista a la bahía'],4.80,20,Marcia,11-2020,https://www.airbnb.cl/rooms/566688245109266332?adults=1&children=0&infants=0&pets=0&check_in=2023-03-04&check_out=2023-03-11&previous_page_section_name=1000&federated_search_id=c860f216-66e1-4413-9fd6-8ec377c536c5
5,Amplio Duplex 3 dormitorios Costamai-Maitencillo,Vivienda rentada entero,Puchuncaví, Valparaíso,7,5,3, Habitación,3,privado,163.8,-32.6473,-71.4355,"https://maps.google.com/maps?ll=-32.6473,-71.4355&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Confortable departamento duplex con vista al mar en CondominIo Costamai, Maitencillo.
3 DORMITORIOS (2 EN SUITE)
3 BAÑOS
1 ESTACIONAMIENTO
4 TERRAZAS

DISFRUTA DEL CONDOMINIO CON HERMOSOS JARDINES Y SENDEROS, PISCINA, CANCHAS DE TENIS, FUTBOL Y VOLEIBOL
JUEGOS PARA NIÑOS, ACCESO CONTROLADO Y
ESCALERA DIRECTA A LA PLAYA (10 minutos caminando)


Todo el departamento, piscina, canchas de tenis, cancha de futbolito, área de juegos para niños, parques del condominio.",['Vista al patio'],4.95,19,Tomás,05-2013,https://www.airbnb.cl/rooms/49061977?adults=1&children=0&infants=0&pets=0&check_in=2023-03-06&check_out=2023-03-11&previous_page_section_name=1000&federated_search_id=c860f216-66e1-4413-9fd6-8ec377c536c5
6,Departamento Costa Cachagua 4D3B,Vivienda rentada entero,La Laguna, Valparaíso,10,10,4, Habitación,3,privado,208.0,-32.62225,-71.4269,"https://maps.google.com/maps?ll=-32.62225,-71.4269&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Departamento espacioso con 4 dormitorios, 3 baños, 2 salitas
Ubicado en condominio Costa Cachagua, espectacular vista a la playa y cancha de Golf
El condominio cuenta con piscinas, piscina temperada, jacuzzi, canchas de tenis, golf, futbol y paddle y acceso a la playa",['Acceso a la playa'],,,Pablo,06-2019,https://www.airbnb.cl/rooms/807084366447514385?adults=1&children=0&infants=0&pets=0&check_in=2023-04-14&check_out=2023-04-21&previous_page_section_name=1000&federated_search_id=c860f216-66e1-4413-9fd6-8ec377c536c5
7,Gran casa frente al mar con vistas increíbles,Vivienda rentada entero,Cachagua , Valparaíso,8,7,4, Habitación,3,privado,380.0,-32.58113,-71.45552,"https://maps.google.com/maps?ll=-32.58113,-71.45552&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Cerca de la Plaza Principal, la playa y los restaurantes","Gran casa con vistas directas al mar. Acceso directo a la playa cerca de Las Cujas y la playa principal. Acceso independiente y espacio de estacionamiento para 2 coches. 

Cocina totalmente equipada para hasta 12 personas, con lavadora y barbacoa. 

4 dormitorios y 3 baños.


La casa pertenece a una comunidad privada, cada casa tiene su propia cocina, terraza y patio",['Vista al océano'],5.0,24,Juan,08-2013,https://www.airbnb.cl/rooms/41505728?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-07&previous_page_section_name=1000&federated_search_id=c860f216-66e1-4413-9fd6-8ec377c536c5
8,"Dpto 1° LINEA al Mar, Olas Marbella Doble terraza",Condo entero,Puchuncaví, Región de Valparaíso,8,7,4, Habitación,3,privado,176.0,-32.65885,-71.43709,"https://maps.google.com/maps?ll=-32.65885,-71.43709&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Marbella gran condominio cerrado, plano, que está en altura sobre playa maitencillo, con vista maravillosa al mar. En verano circula transporte gratis para bajar a playa cada 15 minutos.","Espectacular amplio departamento frente al Mar Marbella. Seguro tranquilo, reserve con anticipación.
Cocina equipada, amplio comedor y living. Terraza doble, con vista panorámica al mar. Equipado para 8 personas, 4D/3B. Club de Golf, Piscinas, Tenis, Quinchos, etc.  Verano,  mini buses trasladan a playa, evitas usar auto! Playa Maitencillo está 5 minutos. Se recuerda que este Dpto no es hotel,  por lo cual deben llevar sábanas y toallas.-


Amplio y acogedor departamento a 5 minutos de la playa. Habitaciones luminosas y frescas. 
Cuenta con calefacción para los días más fríos.
Condominio cerrado ideal para salir a correr, andar en bici o pasear con tus niños.","['Acceso a la playa', 'Frente a la playa']",4.90,22,Jaime Marcelo,07-2017,https://www.airbnb.cl/rooms/21159579?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=c860f216-66e1-4413-9fd6-8ec377c536c5
9,La mejor vista en Costa Cachagua,Habitación privada en condo,Cachagua, Región de Valparaíso,8,8,4, Habitación,3,privado,240.0,-32.6231,-71.4254,"https://maps.google.com/maps?ll=-32.6231,-71.4254&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Departamento en condominio exclusivo, preciosa vista, piscina , piscina temperada ,tenis, golf , a 5 minutos de Maitencillo y Cachagua

Acceso de los huéspedes
Piscina temperada, piscina al aire libre , bajada privada a la playa, golf, tenis, fútbol y club house con Restaurant","['Acceso a la playa', 'Frente a la playa']",4.83,19,Carolina,01-2017,https://www.airbnb.cl/rooms/33169187?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=c860f216-66e1-4413-9fd6-8ec377c536c5
