,Titulo1,Titulo2,Comuna,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,Hotel y Restaurant Rode Andacollo,Habitación privada en villa,Andacollo,2,1,5, Habitación,1privado,privado,50.0,-30.25437,-71.08434,"https://maps.google.com/maps?ll=-30.25437,-71.08434&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","lugar fuera de la cuidad, a 5 min.","Maravilloso lugar ideal para descansar, desconectarse observando los cielos más limpios y estrellados.
Acceso a restaurant en el mismo lugar y cerca de la iglesia e historia minera de la zona.
Ubicado frente al observatorio Colloguara y la ruta Antakari.
(URL HIDDEN) 

Amplias habitaciones single, matrimoniales, King y conjuntos habitacionales familiares.


Alojamiento en un lugar tranquilo",['Wifi'],5.0,4,Carolina,10-2017,https://www.airbnb.cl/rooms/21587972?adults=1&children=0&infants=0&pets=0&check_in=2023-02-14&check_out=2023-02-19&previous_page_section_name=1000
1,Un lugar cerca de todo,Habitación privada en alojamiento,La Serena,1,1,4, Habitación,2,privado,35.0,-29.90168,-71.26156,"https://maps.google.com/maps?ll=-29.90168,-71.26156&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,,['Costa'],5.0,7,Viviana,09-2017,https://www.airbnb.cl/rooms/34511535?adults=1&children=0&infants=0&pets=0&check_in=2023-02-14&check_out=2023-02-19&previous_page_section_name=1000
2,Acojedora casa en la playa para 7 personas,Alojamiento entero,Los Molles,7,6,3, Habitación,2,privado,86.667,-32.23976,-71.51544,"https://maps.google.com/maps?ll=-32.23976,-71.51544&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Casa en un barrio muy tranquilo y residencial de Los Molles. Está a 5 minutos caminando a la playa y otros puntos turísticos del balneario. Perfecta combinación entre mar y tranquilidad, para bucear, hacer trekking y desconectarse.

Casa acogedora, amoblada con ambiente playero, recientemente remodelada, con WIFI y tv cable. 3 dormitorios, 2 baños y una terraza amplia y privada.",['Cocina'],4.78,18,Daniela,03-2020,https://www.airbnb.cl/rooms/42926324?adults=1&children=0&infants=0&pets=0&check_in=2023-02-27&check_out=2023-03-05&previous_page_section_name=1000
3,Danivis S.P.A,Habitación privada en alojamiento,La Serena,1,9,7, Habitación,3compartidos,compartido,32.514,-29.90087,-71.26071,"https://maps.google.com/maps?ll=-29.90087,-71.26071&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","imagina, vivir rodeado de parques y plazas, en una ubicación excepcional, a pasos de los principales atractivos de la ciudad, como universidades , centros comerciales , playas y todo con una conectividad inmejorable .tu estadía en La Serena comienza en alojamiento Danivis SPA Reserva","Porque hemos pensado en ustedes, hemos preparado cuidadosamente esta casa , justo lo que necesitas para una estadía inolvidable entretenida y muy acogedora.
Tenemos una tranquila y placentero hostel que cuentan con baños privados y compartidos, limpios y desinfectados toallas y desayuno incluido.
nos ubicamos en un Barrio cerca de todo lo que desees conocer a 5 minutos de la histórica ciudad  ""La Serena"", a 10 minutos de la playa, donde te espera nuestro eficiente personal bilingüe de la ciudad.


 

""El corazón de la casa ¡su gran salón! es un espacio abierto para los turistas con vista a un gran patio , donde se encuentra la asadera para disfrutar con amigos , o con tu desees perfecto para pasar tiempo en familia. Siéntate en el sofá y deja que el sol entre por los grandes ventanales mientras lees un libro de nuestra pequeña biblioteca y los niños juegan a los divertidos juegos de mesa que proporcionamos. Si el tiempo no acompaña, podréis estar en casa viendo una película en la tele de la sala ¡lo tenéis todo! El salón se encuentra en la planta principal, separado de la cocina . ","['Acceso a la playa', 'Frente a la playa']",4.50,12,Viviana,09-2017,https://www.airbnb.cl/rooms/20947910?adults=1&children=0&infants=0&pets=0&check_in=2023-02-14&check_out=2023-02-21&previous_page_section_name=1000
4,CASA ECLIPSE 2 DE JULIO 2019,Alojamiento entero,Río Hurtado,5,4,3, Habitación,2,privado,80.0,-30.29314,-70.70781,"https://maps.google.com/maps?ll=-30.29314,-70.70781&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",Lugar mágico ubicado en un lugar rodeado por la naturaleza y,"Gran Casa para 5 o 6 Personas

Ubicada en un valle hermoso sin contaminación lumínica ideal para el relajo y el descanso completamente desconectado de la ciudad. 

Vive la naturaleza y observa el cielo nocturno como nunca antes lo has visto Rio Hurtado cuenta con uno de los Cielos Mas Limpios de Chile. Junto con la Región de Atacama por eso este lugar se vuelve ideal para la observación astronómica. 

Ideal para observar el Eclipse de Sol Julio 2019 Obervacion 100%.


La Casa cuenta con servicios tales Como. 

Agua Caliente
Television por Cable 
Wifi
Sala de Juego Mesa de Pool y Proyector de Peliculas. 
Cocina Completamente Amoblada.
2 Baños. con Tina de Hidromasajes.
Area de descanso.",['Cocina'],,,Edward,07-2018,https://www.airbnb.cl/rooms/33800070?adults=1&children=0&infants=0&pets=0&check_in=2023-02-15&check_out=2023-02-20&previous_page_section_name=1000
5,Gran cabaña para 7 huéspedes Los Tamarugos,Cabaña entero,Los Vilos,7,6,3, Habitación,1,privado,88.235,-32.1431,-71.526,"https://maps.google.com/maps?ll=-32.1431,-71.526&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",Hermoso balneario con una tranquilidad envidiable con una playa preciosa de oleaje tranquilo y arena suave y blanca. Es un lugar ideal para recuperarse de la vorágine de la rutina diaria de las ciudades grandes.,"Amplia cabaña con tres dormitorios en Los Tamarugos. Acá se trata de mucho más que solo pasar la noche, el recinto está pensado en darles una gran experiencia y con una excelente atención.

El espacio
Acá cuentas con mucho más que solo ir a dormir, tenemos con una plaza de juegos, ping pong, taca taca, una ludoteca y una pequeña biblioteca en español, inglés y alemán. WiFi y TV satelital.",['Cocina'],,,Miguel,07-2018,https://www.airbnb.cl/rooms/38122673?adults=1&children=0&infants=0&pets=0&check_in=2023-02-26&check_out=2023-03-03&previous_page_section_name=1000
6,Comoda habitacion rodeado de tranquilidad,Cabaña entero,Andacollo,5,5,3, Habitación,1,privado,80.0,-30.22436,-71.10074,"https://maps.google.com/maps?ll=-30.22436,-71.10074&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Es un lugar muy tranquilo, es una villa familiar de 7 casas que se encuentran relativamente cerca una de otra, no hay robos.
Está a 7 min del centro de Andacollo. Por las noches tenemos un cielo priviligiado para observacion de astros.","Es un lugar tranquilo a 5 min de la ciudad de Andacollo, con un paisaje típico de clima seco, es observable aves que llegan a la misma casa, por las noches hay cielos limpios para observacion de estrellas.
La casa es sencilla con muebles reciclados (cocina y closet), no es para personas que buscan lujos, si nó una casa con las cosas básicas para pasar unos dias y conocer una ciudad llena de historias, lugares que recorrer y noches para observar.",['Cocina'],,,Yael,07-2018,https://www.airbnb.cl/rooms/35493940?adults=1&children=0&infants=0&pets=0&check_in=2023-02-16&check_out=2023-02-22&previous_page_section_name=1000
7,Hospedaje Aros Beltrán alojamiento partido,Alojamiento entero,Ovalle,9,5,6, Habitación,"2,5",privado,38.0,-30.61343,-71.21155,"https://maps.google.com/maps?ll=-30.61343,-71.21155&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,,['Cocina'],,,Claudia,01-2019,https://www.airbnb.cl/rooms/36211293?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-07&previous_page_section_name=1000
8,Casa llanos,Habitación privada en alojamiento,Ovalle,4,3,3, Habitación,1compartido,compartido,20.0,-30.58719,-71.19921,"https://maps.google.com/maps?ll=-30.58719,-71.19921&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Casa particular con cómodos espacios, tres habitaciones disponibles con baño compartido, servicio de lavandería, estacionamiento, sala común, televisión en habitaciones, si se desea se puede ofrecer servicio de alimentación o las personas pueden cocinas si lo desean",['Cocina'],,,Carlos,09-2018,https://www.airbnb.cl/rooms/28832131?adults=1&children=0&infants=0&pets=0&check_in=2023-02-14&check_out=2023-02-21&previous_page_section_name=1000
9,Chile Eclipse : Estrellas de Elqui (La Serena),Habitación privada en chalé,La Serena,10,7,5, Habitación,2,privado,100.0,-29.9648,-71.11894,"https://maps.google.com/maps?ll=-29.9648,-71.11894&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Cielos estrellados, aire puro y se puede observar perfectamente el eclipse total (02.Julio. 2019)","Es una casa grande, muy cómoda con mucho espacio afuera, rodeado de naturaleza, casa enclavada en una ladera a los pies del cerro, con una hermosa vista al valle de Elqui. Lugar apreciado por sus cielos estrellados y para disfrutar, largas caminatas al aire libre, paz y tranquilidad.

El espacio
Es un hogar familiar. Muy confortable. Espacioso. Rodeado de naturaleza. Buen clima. Paz y tranquilidad.",['Cocina'],,,Isabel,04-2019,https://www.airbnb.cl/rooms/34125880?adults=1&children=0&infants=0&pets=0&check_in=2023-02-20&check_out=2023-02-25&previous_page_section_name=1000
10,Hostelhuentelauquen,Casa de campo entero,La Serena,6,6,3, Habitación,2,privado,80.0,-29.93346,-71.28261,"https://maps.google.com/maps?ll=-29.93346,-71.28261&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Linda decoración , casa muy  amplia , vista al mar , baja a la playa , de noche puedes apreciar un cielo despejado muy lindo , 100% sustentable , a 270 km al norte de Santiago de Chile .",['Cocina'],,,Backpackers,05-2019,https://www.airbnb.cl/rooms/34979872?adults=1&children=0&infants=0&pets=0&check_in=2023-02-20&check_out=2023-02-25&previous_page_section_name=1000
11,"Eclipse solar, valle de Elqui, casa full equipada!",Casa de campo entero,Vicuña,12,4,4, Habitación,1,privado,625.0,-29.96119,-71.12324,"https://maps.google.com/maps?ll=-29.96119,-71.12324&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",Es extremadamente tranquilo,"Es una maravillosa casa familiar, ubicada en el km 15 de la ruta ch-41 camino al valle de Elqui, el sector tiene un clima maravilloso alejado de lo nublado de las ciudades costeras, tiene una comodidad excepcional ya que es muy relajado con nada de bulla alrededor perfecto para un ambiente familiar para cualquier edad, la casa cuenta con todos los electrodomésticos para que la estancia sea perfecta, desde electrodomésticos para cocinar hasta una estufa para abrigar la casa.


Casa totalmente amoblada con 4 dormitorios, cocina americana y baño.",['Cocina'],,,José Manuel,05-2018,https://www.airbnb.cl/rooms/34022797?adults=1&children=0&infants=0&pets=0&check_in=2023-02-15&check_out=2023-02-20&previous_page_section_name=1000
12,"CAMA NIDO, DOBLE BAÑO COMPARTIDO",Habitación privada en casa de campo,La Serena,2,1,4, Habitación,1compartido,compartido,52.5,-29.94805,-71.1057,"https://maps.google.com/maps?ll=-29.94805,-71.1057&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,,['Cocina'],,,Ximena,07-2018,https://www.airbnb.cl/rooms/26603585?adults=1&children=0&infants=0&pets=0&check_in=2023-10-30&check_out=2023-11-06&previous_page_section_name=1000
13,Eclipse SOLAR total en La Casona,Habitación privada en casa de campo,Río Hurtado,13,11,3, Habitación,2compartidos,compartido,130.0,-30.26786,-70.6661,"https://maps.google.com/maps?ll=-30.26786,-70.6661&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Localidad rural, con un ambiente tranquilo que te permite disfrutar de la naturaleza","Disfruta del eclipse SOLAR  total en la hermosa comuna de Río Hurtado, más conocido como  valle de las estrella, lugar mágico y natural. En la localidad de Huampulla te ofrecemos el alojamiento perfecto, contamos con habitaciones  compartidas al estilo campestre

El espacio
Habitaciones compartidas para 5 personas incluido desayuno campestre",['Se permiten mascotas'],,,Mercedes,01-2019,https://www.airbnb.cl/rooms/35969144?adults=1&children=0&infants=0&pets=0&check_in=2023-02-14&check_out=2023-02-19&previous_page_section_name=1000
14,Serena chile,Alojamiento entero,La Serena,3,3,3, Habitación,2,privado,91.0,-29.94949,-71.24483,"https://maps.google.com/maps?ll=-29.94949,-71.24483&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",Un barrio muy residencial tranquilo etc.,"El espacio
Alojamiento cómodo tranquilo lugar previligiado por turistas, están los mejores restorantes cafés,supermercados,farmacias etc
5 minutos al aeropuerto.

Otros aspectos a destacar
10 minutos para la playa 
10 minutos al centro de la ciudad
Visitas al valle del Elqui etc.",['Cocina'],,,Gloria,05-2019,https://www.airbnb.cl/rooms/34603435?adults=1&children=0&infants=0&pets=0&check_in=2023-02-14&check_out=2023-02-21&previous_page_section_name=1000
15,Arriendo Cabaña eclipse 2019,Cabaña entero,La Serena,5,4,3, Habitación,1,privado,315.0,-29.96677,-71.10636,"https://maps.google.com/maps?ll=-29.96677,-71.10636&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Ubicación Parcela 37, ruta 41, La Serena camino al valle del Elqui.","Cómoda cabaña para 5 personas o más, con árboles frutales alrededor y un cielo despejado totalmente.
Además contamos con servicios de alimentación ( opcional)",['Cocina'],,,Rocio,06-2019,https://www.airbnb.cl/rooms/35651678?adults=1&children=0&infants=0&pets=0&check_in=2023-02-14&check_out=2023-02-21&previous_page_section_name=1000
16,Arriendos Eclipse Solar 2019 Pichasca,Habitación privada en cabaña,Río Hurtado,Más de 16,8,8, Habitación,5compartidos,compartido,100.0,-30.38626,-70.88282,"https://maps.google.com/maps?ll=-30.38626,-70.88282&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Esta rodeada de belleza natural y monumentos nacionales tanto naturales como arqueológicos, ademas es una de las mejores locaciones para apreciar el eclipse total solar 2019.","Cabañas en ambiente natural rodeadas de naturaleza con todos los servicios básicos y la posibilidad de tomar tour turisticos de las zona.

El espacio
Servicio de Guia a monumentos
Rapel y Escalada
Servicio de alimentación
Camping
Apreciación privilegiada del eclipse solar 2019",['Cocina'],,,Juan,06-2019,https://www.airbnb.cl/rooms/36034209?adults=1&children=0&infants=0&pets=0&check_in=2023-02-14&check_out=2023-02-19&previous_page_section_name=1000
17,Amplia y comoda casa en medio del valle del elqui,Casa de campo entero,La Serena,11,9,5, Habitación,1,privado,273.823,-29.9645,-71.11508,"https://maps.google.com/maps?ll=-29.9645,-71.11508&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","estamos ubicados en una zona de parcelas por lo que los vecinos estan atentos pero viven a una distancia prudente para una privacidad adecuada, vivimos en comunidad por lo que siempre podran ayudar cuando sea necesario","arquitectura moderna y minimalista, vista de frente al valle del rio elqui, luminosa con espacios comodos y amplios, comodos estacionamientos, amplio patio jardin con quincho espacioso y cerrado completamente equipado, centro de descanso rusticos para fogatas

El espacio
Esta es una bella casa ubicada en una zona residencial muy segura y tranquila ubicada lejos del ruido a 15 minutos de la ciudad de la serena y 30 minutos de vicuña puedes visitar el embalse puclaro, viña falernia y las pisqueras que se encuentra en los alrrededores de Vicuña",['Cocina'],,,Carlos,11-2016,https://www.airbnb.cl/rooms/29793068?adults=1&children=0&infants=0&pets=0&check_in=2023-02-14&check_out=2023-02-21&previous_page_section_name=1000
18,hospedaje para el eclipse,Casa de campo entero,Ovalle,6,6,3, Habitación,1,privado,450.0,-30.5721,-71.16594,"https://maps.google.com/maps?ll=-30.5721,-71.16594&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"solo para los dias de el eclipse en ovalle y rio hurtado 500 dolares diarios es el valor del hospedaje es para 6 personas

El espacio
Acompañamiento al mejor lugar para ver el eclipse, con asado a las brazas a la luz del eclipse en Ruta Antakari",['Cocina'],,,Hugo Marcelo,05-2019,https://www.airbnb.cl/rooms/34627246?adults=1&children=0&infants=0&pets=0&check_in=2023-02-14&check_out=2023-02-19&previous_page_section_name=1000
19,"Casa habitación para eclipse solar 2019, vicuña",Habitación privada en alojamiento,La Serena,8,8,4, Habitación,1compartido,compartido,1.5,-30.0374,-70.71596,"https://maps.google.com/maps?ll=-30.0374,-70.71596&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,,['Cocina'],,,Juan,04-2017,https://www.airbnb.cl/rooms/34117611?adults=1&children=0&infants=0&pets=0&check_in=2023-02-14&check_out=2023-02-21&previous_page_section_name=1000
