,Titulo1,Titulo2,Comuna,Region,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,Linda casa de campo con piscina y hermosa vista,Casa de campo entero,Pisco Elqui,Coquimbo,6,5,2, Habitación,2,privado,160.0,-30.14846,-70.49629,"https://maps.google.com/maps?ll=-30.14846,-70.49629&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Ideal para descansar en familia disfrutar de la tranquilidad y sol del valle de Elqui, cómoda y espacioso lugar, de arquitectura moderna, piscina, fogón, terrazas y quincho

El espacio
La casa está en sector Miraflores, desde la plaza de pisco a mi casa hay 1,8 km en el mapa se ve bien la ubicación antes del restaurante Miraflores, tiene 2 Dormitorios con camas de king (la segunda pieza tiene 2 de una plaza que se unen para dejarla matrimonial)
En el living hay 2 sofás cama de 1 plaza para saco de dormir",['Vista al valle'],4.79,19,Daniella,12-2021,https://www.airbnb.cl/rooms/54257159?adults=1&children=0&infants=0&pets=0&check_in=2023-03-06&check_out=2023-03-12&previous_page_section_name=1000&federated_search_id=ee333d9d-d4a3-4210-91a3-11e731b25902
1,Pichidangui Comoda Casa Vista al Mar Full Equipada,Casa de campo entero,Pichidangui,Coquimbo,10,8,4, Habitación,"2,5",privado,150.0,-32.1426,-71.53186,"https://maps.google.com/maps?ll=-32.1426,-71.53186&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Ven a relajarte y disfrutar de Pichidangui, a solo dos horas de Santiago, bellas postales, excelente vistas, playas tranquilas ideales para niños, rica gastronomia, todo lo que necesitas para compartir y disfrutar de momentos especiales",['Acceso a la playa'],5.0,14,Boris,01-2017,https://www.airbnb.cl/rooms/53997733?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=ee333d9d-d4a3-4210-91a3-11e731b25902
2,Acogedora casa descanso,Alojamiento entero,Tulahuen,Coquimbo,6,4,3, Habitación,2,privado,96.0,-30.96562,-70.76917,"https://maps.google.com/maps?ll=-30.96562,-70.76917&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Relájate con toda la familia en este tranquilo lugar para quedarse.

El espacio
Relájate con toda la familia en este tranquilo lugar para quedarse.",['Vista a las montañas'],,,Ana Beatriz,03-2018,https://www.airbnb.cl/rooms/780705019735651985?adults=1&children=0&infants=0&pets=0&check_in=2023-03-20&check_out=2023-03-25&previous_page_section_name=1000&federated_search_id=ee333d9d-d4a3-4210-91a3-11e731b25902
3,"Glamping descanso y vacación Familiar, La Serena",Alojamiento entero,La Serena,Región de Coquimbo,Más de 16,13,5, Habitación,4,privado,108.938,-29.89005,-71.21986,"https://maps.google.com/maps?ll=-29.89005,-71.21986&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"""Ven a vivir la experiencia Glamping con nosotros"" Glamping es un nuevo concepto de vacaciones, le brindamos comodidades para que los huéspedes puedan vivir bellos momentos familiares. Pueden compartir Piscina solo para ellos, Tinaja termal familiar, Sala de Cine, área de juegos, biblioteca además de todo lo necesario para compartir juntos y relajarse. Se Arrienda Casa amplia además de cabaña Tiny House, pudiendo ofrecer 5 dormitorios, 4 baños, cocina equipada, área para asados, entre otros.


Tiene amplios espacios, unos 120 metros cuadrados habitables, un patio con parrilla para asados, amplio estacionamiento hasta 5 vehículos.
Casa con sistema de seguridad y portón de acceso electrónico.
Ubicada a 8 kilometros de la playa el Faro y a 4 kilometros del Centro de La Serena. Cuenta con Wifi 200 Mb/seg de bajada y subida.
Piscina Privada para uso Familiar, con área de niños y de adultos.
Tinaja Termal Familiar temperada, para disfrutar en las tarde y Noches.
Sala de Cine equipada con butacas, Audio y Video de ultima generación.
Área de Juegos como Taca taca, cama saltarina, Mini Tenis de mesa, entre otros.",['Vista al patio'],4.67,27,Edu,04-2016,https://www.airbnb.cl/rooms/16410192?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-08&previous_page_section_name=1000&federated_search_id=ee333d9d-d4a3-4210-91a3-11e731b25902
4,"Embalse puclaro, valle del elqui",Cabaña entero,Vicuña,Coquimbo,5,4,3, Habitación,2,privado,85.276,-30.0033,-70.8409,"https://maps.google.com/maps?ll=-30.0033,-70.8409&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Un lugar tranquilo para relajarse, amplio terreno, piscina, parrilla. A 10 minutos de vicuña y a 35 minutos de la serena, preciosa vista y días de sol desde temprano.",['Vista al jardín'],,,Macarena,09-2022,https://www.airbnb.cl/rooms/763852230237366836?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=ee333d9d-d4a3-4210-91a3-11e731b25902
5,Hermosa Casa de Campo con piscina temperada,Casa de campo entero,Pisco Elqui,Coquimbo,6,6,3, Habitación,3,privado,250.0,-30.12637,-70.4905,"https://maps.google.com/maps?ll=-30.12637,-70.4905&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Hermoso lugar conectado con la naturaleza para disfrutar con la familia. Casa en exclusivo condominio cerrado, con piezas climatizadas y piscinas temperada , portón eléctrico con control, espacio suficiente para estacionar autos. A pasos de plaza de Pisco Elqui. con acceso privado a  estero .",['Vista al patio'],5.0,6,Paola,08-2022,https://www.airbnb.cl/rooms/691133749849672712?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=ee333d9d-d4a3-4210-91a3-11e731b25902
6,"Amplia casa año 2021,comodidad,privacidad",Villa entero,Guanaquero,Coquimbo,8,6,3, Habitación,3,privado,95.0,-30.19802,-71.42187,"https://maps.google.com/maps?ll=-30.19802,-71.42187&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Casa independiente, nueva construcción, especial para familias con niños",['Acceso la playa Público o compartido'],,,Arnaldo,05-2017,https://www.airbnb.cl/rooms/592814583397652503?adults=1&children=0&infants=0&pets=0&check_in=2023-03-12&check_out=2023-03-19&previous_page_section_name=1000&federated_search_id=ee333d9d-d4a3-4210-91a3-11e731b25902
7,Amplia casa en sector residencial de La Serena.,Villa entero,La Serena,Coquimbo,10,9,5, Habitación,3,privado,120.0,-29.9202,-71.22815,"https://maps.google.com/maps?ll=-29.9202,-71.22815&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Casa espaciosa, equipada para 10 personas,  5 dormitorios, camas con sábanas y colchas, 3 baños con tina, amplia cocina con comedor de diario, quincho cerrado, lavandería con secadora, estacionamiento para 2 vehículos, ubicada en la parte alta de la ciudad, cercano a supermercado, restaurant y bencinera.",['Cocina'],5.0,4,Maritza,10-2019,https://www.airbnb.cl/rooms/53966328?adults=1&children=0&infants=0&pets=0&check_in=2023-03-03&check_out=2023-03-08&previous_page_section_name=1000&federated_search_id=ee333d9d-d4a3-4210-91a3-11e731b25902
8,Casa a orilla de playa en Guanaqueros,Alojamiento entero,Guanaquero,Coquimbo,8,9,5, Habitación,"4,5",privado,580.0,-30.1917,-71.4059,"https://maps.google.com/maps?ll=-30.1917,-71.4059&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Crea recuerdos inolvidables en este alojamiento único y familiar ubicado en el tranquilo balneario de Guanaqueros ¡A tan sólo 10 pasos de la playa!
La casa cuenta con piscina, cancha de beach volley, espacioso quincho con mesa de pool, TV y sistema de sonido, todo conectado a la zona de parrilla y el horno pizzero. Gran terraza con mesa para 10 personas, reposeras, quitasoles y una zona tipo lounge perfecta para leer un libro y descansar viendo los más hermosos atardeceres.
¡Es un lugar único!",['Vista a la bahía'],,,Macarena,03-2015,https://www.airbnb.cl/rooms/770432150924087255?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=ee333d9d-d4a3-4210-91a3-11e731b25902
9,Lodge Peralillo Valle de Elqui,Cabaña entero,Vicuña,Coquimbo,7,7,3, Habitación,2,privado,80.0,-30.0354,-70.6495,"https://maps.google.com/maps?ll=-30.0354,-70.6495&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Acogedora Cabaña de 110 m2 en Peralillo Valle de Elqui en terreno de 1000 m2. Está equipada para 7 personas en un sector rural tranquilo ideal para el descanso, y desconexión, rodeado de árboles centenarios con cama de cuarzo y hamaca bajo los árboles. Cuenta con aire acondicionado, baño principal con hidromasaje, todas las camas tienen calienta cama, amplio estacionamiento. 
Mínimo 2 dias.",['Vista al patio'],,,Martina,09-2022,https://www.airbnb.cl/rooms/716850582126578100?adults=1&children=0&infants=0&pets=0&check_in=2023-06-01&check_out=2023-06-07&previous_page_section_name=1000&federated_search_id=ee333d9d-d4a3-4210-91a3-11e731b25902
