,Titulo1,Titulo2,Comuna,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,Depto con hermosa vista al mar,Vivienda rentada entero,Coquimbo,6,5,3, Habitación,2,privado,110.0,-29.96001,-71.31053,"https://maps.google.com/maps?ll=-29.96001,-71.31053&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Cuenta con salida a la costanera donde se encuentran diversos restaurantes, a menos de 15 min del Casino Enjoy Coquimbo, se encuentra el Mallplaza La Serena y supermercado","Disfruta en este maravilloso departamento amplio y full equipado. Ideal para familias que gustan relajarse y compartir.
Con una vista directa al mar y unos atardeceres con increíble colores
Céntrico y a pasos del casino enjoy Coquimbo.

El espacio
Full equipado para 5 o 6 personas. Tiene un dormitorio principal con baño en suite y balcón que conecta también al Living. Demás habitaciones cuentan con dos camas, amplios closet y vista. Cuenta con un estacionamiento.",['Acceso a la playa'],,,Margarita,11-2021,https://www.airbnb.cl/rooms/770402773942046023?adults=1&children=0&infants=0&pets=0&check_in=2023-02-21&check_out=2023-02-27&previous_page_section_name=1000&federated_search_id=5ebfdc8a-0665-43db-b082-ba083ab0d3e5
1,Departamento a pasos del mar.,Condo entero,La Serena,6,5,3, Habitación,2,privado,85.5,-29.9135,-71.2731,"https://maps.google.com/maps?ll=-29.9135,-71.2731&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Amplio departamento (90m2) incluye estacionamiento, a metros de la playa. 3 dormitorios (matrimonial en suite,walking closet,baño shower), 5 camas, 2 baños, Wifi fibra óptica, 2 Smart TV, amplia terraza con vista al mar. Piscina. Barrio tranquilo, edificio con acceso controlado. 
Detalles: Cocina y horno eléctrico, full equipamiento, hervidor, microondas, tostador.
Areas comunes del condominio, requieren reserva (quincho, gimnasio, salon de eventos).
Lavandería con tarjeta de pago (disponible).","['Acceso a playa Público o compartido', 'Frente a la playa']",4.67,3,Pilar,12-2022,https://www.airbnb.cl/rooms/774805954680274440?adults=1&children=0&infants=0&pets=0&check_in=2023-02-24&check_out=2023-03-03&previous_page_section_name=1000&federated_search_id=5ebfdc8a-0665-43db-b082-ba083ab0d3e5
2,Hermoso departamento con excelente conectividad,Condo entero,La Serena,4,3,3, Habitación,2,privado,44.272,-29.8929,-71.24804,"https://maps.google.com/maps?ll=-29.8929,-71.24804&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Barrio residencial muy tranquilo, cercano a centros comerciales, supermercados y del Faro de La Serena.","Desde este alojamiento céntrico a pasos del Faro de La Serena, podrás disfrutar de un acceso directo a las playas de la IV Región y a la ruta que te llevará hacia el Valle del Elqui",['Acceso la playa Público o compartido'],4.50,4,Marcela,07-2017,https://www.airbnb.cl/rooms/687831772613600742?adults=1&children=0&infants=0&pets=0&check_in=2023-02-19&check_out=2023-02-24&previous_page_section_name=1000&federated_search_id=5ebfdc8a-0665-43db-b082-ba083ab0d3e5
3,Maravilloso depto Puerto Velero 3D 3B,Vivienda rentada entero,Puerto Velero,8,6,3, Habitación,3,privado,140.0,-30.2368,-71.4774,"https://maps.google.com/maps?ll=-30.2368,-71.4774&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Sorprendente y relájate como nunca en este hermoso y exclusivo lugar, ubicado en un quinto piso, con doble terraza, donde tendrás unos amaneceres inolvidables y unas puestas de sol soñadas. 
Disfruta tu estadía con playas privadas paradisíacas, piscinas de agua dulce y salada. Supermercados  en el interior del resort, como también restoranes y diversas actividades para grandes y pequeños.
Como si fuera poco, tienes lugares cercanos como tongoy, guanaquero donde encontrarás ostiones y ostras.


Tranquilidad y belleza en el entorno.",['Acceso a la playa'],,,Andres,01-2017,https://www.airbnb.cl/rooms/806689333270005138?adults=1&children=0&infants=0&pets=0&check_in=2023-02-26&check_out=2023-03-03&previous_page_section_name=1000&federated_search_id=5ebfdc8a-0665-43db-b082-ba083ab0d3e5
4,Dpto. con gran vista al mar. A pasos de la playa.,Condo entero,Coquimbo,5,4,3, Habitación,2,privado,70.0,-29.94595,-71.29096,"https://maps.google.com/maps?ll=-29.94595,-71.29096&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Espectacular departamento con gran vista al mar. Ubicado a pasos del Casino Enjoy, con acceso exclusivo a playa y Avenida Costanera. Cercano a Autopista y a minutos de Mall La Serena.
Departamento 3 dormitorios, 2 baños, terraza y ventanas con malla de seguridad. Cocina equipada, lavandería, estacionamiento propio, piscina, quincho, sala de eventos, sala de juegos y áreas verdes.
Conserjería 24 horas.",['Acceso a la playa'],4.74,35,Judith,01-2021,https://www.airbnb.cl/rooms/53479079?adults=1&children=0&infants=0&pets=0&check_in=2023-03-27&check_out=2023-04-01&previous_page_section_name=1000&federated_search_id=5ebfdc8a-0665-43db-b082-ba083ab0d3e5
5,Departamento 3er piso Primera Línea La Herradura,Vivienda rentada entero,Coquimbo,7,6,3, Habitación,2,privado,50.0,-29.98279,-71.35332,"https://maps.google.com/maps?ll=-29.98279,-71.35332&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Lindo y nuevo departamento ubicado en la primera línea de la playa de La Herradura con acceso directo a la playa, piscina y gimanasio disponibles. Ubicado en el tercer piso con vista a toda la bahía de La Herradura.","['Acceso a la playa', 'Frente a la playa']",4.71,51,Federico,03-2014,https://www.airbnb.cl/rooms/47720891?adults=1&children=0&infants=0&pets=0&check_in=2023-03-13&check_out=2023-03-18&previous_page_section_name=1000&federated_search_id=5ebfdc8a-0665-43db-b082-ba083ab0d3e5
6,Hermoso Departamento frente a la playa,Vivienda rentada entero,Los Molles,6,5,3, Habitación,2,privado,80.0,-32.23561,-71.51392,"https://maps.google.com/maps?ll=-32.23561,-71.51392&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Departamento en Los Molles, condominio Bordemar, cuenta con 3 piscinas, 2 grandes y una para los mas pequeños. A solo metros de la playa principal, cercano a restaurant y locales. El departamento esta equipado para 6 personas, 1 cama matrimonial, 4 camas de 1 plaza , 2 baños, cocina completamente equipada para que tu estadía sea muy cómoda, living y comedor amplio. Equipada con parrilla eléctrica, 2 televisores con TV cable.  Se deben traer toallas y sabanas. Todo nuevo, muy lindo y acogedor!!!!


Para el alojamiento es necesario llevar sus propias sabanas, toallas y paños de cocina.",['Cocina'],4.60,10,Paula,09-2019,https://www.airbnb.cl/rooms/708743111921476169?adults=1&children=0&infants=0&pets=0&check_in=2023-02-27&check_out=2023-03-04&previous_page_section_name=1000&federated_search_id=5ebfdc8a-0665-43db-b082-ba083ab0d3e5
7,"ESPECTACULAR DEPTO. LA SERENA, A PASOS DEL ENJOY",Condo entero,Coquimbo,6,5,3, Habitación,2,privado,95.0,-29.94547,-71.28602,"https://maps.google.com/maps?ll=-29.94547,-71.28602&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Además del casino y la playa, podrás ir caminando a ferias artesanales, al centro comercial Vivo Outlet de Peñuelas y a muy buenos restaurantes, con una variada oferta gastronómica. Además, a pocas cuadras se encuentra el sector de 4 Esquinas y los restaurantes de la caleta de pescadores de Coquimbo, donde podrás disfrutar de una gran variedad de pescados y mariscos.","Departamento hermosamente decorado, a una cuadra del Enjoy de Coquimbo y a una cuadra de la Avda. del Mar, completamente equipado para 6 personas, con una hermosa terraza y una vista espectacular. Tiene 86 metros cuadrados, 3 dormitorios, 2 TV Ultra HD, wi fi, parrilla para asados, etc. Todo lo que necesitas para tener una estadía agradable y puedas disfrutar de la playa, como si te encontraras en un resort.

Acceso de los huéspedes
Piscina, máquinas para hacer ejercicios, sala multiuso, lavandería y quinchos para asados.",['Costa'],5.0,23,Rodrigo,11-2016,https://www.airbnb.cl/rooms/31067693?adults=1&children=0&infants=0&pets=0&check_in=2023-02-28&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=5ebfdc8a-0665-43db-b082-ba083ab0d3e5
8,Hermoso departamento con excelente ubicación,Vivienda rentada entero,La Serena,4,5,3, Habitación,2,privado,45.0,-29.89686,-71.26051,"https://maps.google.com/maps?ll=-29.89686,-71.26051&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,En este alojamiento se respira tranquilidad: ¡relájate con toda la familia!,['Vista al horizonte de la ciudad'],,,Julia,10-2021,https://www.airbnb.cl/rooms/559160628807298185?adults=1&children=0&infants=0&pets=0&check_in=2023-02-26&check_out=2023-03-03&previous_page_section_name=1000&federated_search_id=5ebfdc8a-0665-43db-b082-ba083ab0d3e5
9,Las Tacas - Arriendo depto. Vista al Mar- Coquimbo,Vivienda rentada entero,Coquimbo,8,7,3, Habitación,2,privado,168.0,-30.08489,-71.37271,"https://maps.google.com/maps?ll=-30.08489,-71.37271&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","El condominio cuenta con Restaurantes, mini market, pescadería, y todo lo necesario para el día a dia","Departamento en Las Tacas para 8 personas a 150 mts de la playa , con una vista privilegiada al mar y la bahía. Totalmente equipado. 3 dormitorios, principal en suite, 2 baños, Terraza.

Accesos controlados, piscina, áreas verdes, estupenda playa, minimarket, pescaderia, restaurant, canchas de Tenis y Paddle, Quincho para asados, escuela de surf y buceo, etc.
Senderos para pasear, trotar, andar en bicicleta


Las Tacas esta ubicado a 15 km al sur de Coquimbo. Es un balneario que permite muchas alternativas diferentes tanto en la playa como deportivas, además de su cercanía a diferentes puntos atractivos de la IV Region, como La Serena, El valle de Elqui, Punta de Choros, Parque Fray Jorge, etc. 
Cuenta con un completo equipamiento, servicios y  seguridad que dan tranquilidad y entretención a toda la familia.","['Acceso a la playa', 'Frente a la playa']",5.0,38,Manuel,12-2015,https://www.airbnb.cl/rooms/21726892?adults=1&children=0&infants=0&pets=0&check_in=2023-03-02&check_out=2023-03-07&previous_page_section_name=1000&federated_search_id=5ebfdc8a-0665-43db-b082-ba083ab0d3e5
10,Departamento La Serena a pasos de la Playa!,Vivienda rentada entero,La Serena,5,4,3, Habitación,2,privado,72.0,-29.90347,-71.25132,"https://maps.google.com/maps?ll=-29.90347,-71.25132&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","condominio ubicado en sector de cuatro esquinas a media cuadra de la playa, cercano a restaurantes, pubs, ferias artesanales y más!","Departamento 3 dormitorios, 2 baños, full equipado para 5 personas, con vista a la piscina. Tv cable y Wi-fi

El espacio
Condominio de acceso controlado, con estacionamiento, piscinas, ascensores, sala de lavandería, quinchos, áreas verdes y sala multiuso.",['Costa'],,,Elqui Advisers,01-2019,https://www.airbnb.cl/rooms/40025664?adults=1&children=0&infants=0&pets=0&check_in=2023-02-19&check_out=2023-02-24&previous_page_section_name=1000&federated_search_id=5ebfdc8a-0665-43db-b082-ba083ab0d3e5
