,Titulo1,Titulo2,Comuna,Region,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,Casa Familia Vista 360° Piscina Condom. Ensenada,Cabaña entero,Los Vilos,Región Metropolitana,8,4,4, Habitación,3,privado,150.0,-32.00303,-71.51988,"https://maps.google.com/maps?ll=-32.00303,-71.51988&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Relájate con toda la familia en este tranquilo lugar para quedarse. 
Condom. Ensenada
Casa  140 M2.  hermosas vistas panorámicas en 360°.
Se desarrolla en 4 niveles; Nivel Dormit. principal, Nivel casa, Nivel deck piscina, Nivel de Acceso vehicular.  Rodeada de  amplias terrazas con barandas vidriadas.
Habilitada para 8 personas , Cocina integrada, espacios  de gran altura. Piscina incorporada a medio nivel de terraza principal. Acceso a playita interior del condominio a 650 mts. desde la casa .


Casa construida sobre roca, rodeada de terrazas con vista al mar, piscina en deck de madera, medio nivel bajo nivel de la casa.  Estar - Comedor y Cocina integrados en un solo espacio con vista al mar al igual que todos los dormitorios. Ventanas termo panel de PVC. excelente  aislación.",['Acceso a la playa'],,,Victor Hugo,01-2023,https://www.airbnb.cl/rooms/808713835019164326?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=cb268b74-9af4-4570-aabd-e1d8b72e1387
1,Espectacular casa con una vista inolvidable,Alojamiento entero,Los Vilos,Coquimbo,9,10,3, Habitación,"2,5",privado,170.0,-31.97075,-71.49128,"https://maps.google.com/maps?ll=-31.97075,-71.49128&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"La casa tiene una vista espectacular, con bajada a la playa donde se encuentra una piscina de agua de mar.

El espacio
La casa tiene tv con directv, wifi, y en el
Patio trasero tiene una zona de juego para los niños y un columpio con la mejor vista al
Mar de la zona.",['Acceso a la playa'],4.88,25,Maria Jose,08-2016,https://www.airbnb.cl/rooms/48262071?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=cb268b74-9af4-4570-aabd-e1d8b72e1387
2,CASA BAHÍA AZUL PRIMERA LÍNEA PISCINA VISTA AL MAR,Alojamiento entero,Los Vilos,Coquimbo,8,6,4, Habitación,3,privado,266.0,-32.00202,-71.51756,"https://maps.google.com/maps?ll=-32.00202,-71.51756&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Para disfrutar en familia, casa remodelada en 2021 con nobles maderas, construcción 200 mt., terreno de 7.000 mt. con más de 100 mt. de terrazas.
Tiene una capacidad para 8 personas con: 1 dorm. ppal. en suite, 2 dorm. con 2 camas habilitadas c/u, 1 dorm. en suite en 2do piso y 3 baños completos.
Living en doble altura y chimenea (Bosca). Comedor con gran cocina (inducción y gas) integrada.
Piscina de 18 mt. de largo, amplio quincho en obra, fogón, mirador en acantilado y bajada al mar.","['Acceso a playa Público o compartido', 'Frente a la playa']",4.94,16,Constanza,01-2022,https://www.airbnb.cl/rooms/54159064?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=cb268b74-9af4-4570-aabd-e1d8b72e1387
3,"cabañas Kuruflafken, Los Vilos",Cabaña entero,Los Vilos,Coquimbo,4,4,2, Habitación,2,privado,60.0,-31.9139,-71.5012,"https://maps.google.com/maps?ll=-31.9139,-71.5012&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"nos encontramos ubicados en turismo norte, barrio tranquilo y considerado casco histórico de la ciudad de los vilos, zona totalmente segura ante tsunami, a 4 cuadras de la playa principal, a 2 cuadras de supermercados, centros médicos, terminal de buses, locomoción colectiva, complejo deportivo , nuestras cabañas son totalmente equipadas, con quincho, estacionamiento seguro y piscina, contamos con medidas de seguridad   y para que estés tranquilo ACEPTAMOS TU MASCOTA ya que amamos los animales.",['Acceso la playa Público o compartido'],5.0,6,Ignacio,12-2022,https://www.airbnb.cl/rooms/774020203252849354?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=cb268b74-9af4-4570-aabd-e1d8b72e1387
4,Disfruta este Verano en mi casa en Los Vilos,Alojamiento entero,Los Vilos,Coquimbo,8,7,4, Habitación,"2,5",privado,82.0,-31.90763,-71.49578,"https://maps.google.com/maps?ll=-31.90763,-71.49578&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Te va a encantar esta casa de veraneo familiar, ubicada en grato sector residencial de Los Vilos, cercana al centro y playa.
Los huéspedes dispondrán de un amplio living-comedor, quincho,  balcón con hermosa vista, tres baños, cocina muy bien equipada con comedor de diario, 4 dormitorios con closet con 7 camas, termo y calefont. Estacionamiento para 4 vehículos, lavadero interior con lavadora y secadora. Casa grande de 2 pisos y 150 m2. Consulta las tarifas para grupos desde 4 hasta 8 personas.


Casa amplia de dos pisos con amplio patio , balcón y estacionamiento para 4 vehículos .
En el primer piso, hay una habitación con cama matrimonial con baño en suite.
Además, un baño en zona de servicios.
En el segundo piso, en total 3 habitaciones, una con una cama 1 plaza 1/2, la segunda habitación con 2 camas de 1 plaza 1/2 y la tercera con 3 camas de 1 plaza 1/2
1 baño completo en el 2do piso",['Vista al mar'],4.79,57,Perla,01-2020,https://www.airbnb.cl/rooms/41319744?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=cb268b74-9af4-4570-aabd-e1d8b72e1387
5,"Casa frente al mar, Pichicuy",Alojamiento entero,La Ligua,Valparaíso,10,7,5, Habitación,5,privado,200.0,-32.34559,-71.46118,"https://maps.google.com/maps?ll=-32.34559,-71.46118&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Somos Manuela e Ignacio, esperamos recibirte en nuestra casa ubicada en un sector tranquilo, sin ruido más que el mar con una vista preciosa, muy adecuado para descansar, relajarse y desconectarse. Está bien implementada, se entrega ropa de cama y toallas para el baño (no para piscina). Tiene 5 habitaciones dobles, todas con baño privado. Hay estacionamiento e instalaciones de uso exclusivo al arrendar la casa completa, tales como cocina, comedor, piscina, terraza y balcones.
¡Ven a visitarnos!


Son 5 dormitorios dobles, cada uno con baño privado. Entre los dormitorios, dos tienen la opción de distribuirse como dos camas individuales (twin) o juntarse en una cama tamaño king, mientras que los tres restantes tienen cama de dos plazas.","['Acceso a playa Público o compartido', 'Frente a la playa']",5.0,5,Manuela Isabel,09-2014,https://www.airbnb.cl/rooms/762462130395467049?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-07&previous_page_section_name=1000&federated_search_id=cb268b74-9af4-4570-aabd-e1d8b72e1387
6,Acogedora casa en Los Vilos,Alojamiento entero,Los Vilos,Coquimbo,6,7,3, Habitación,2,privado,54.0,-31.90259,-71.49527,"https://maps.google.com/maps?ll=-31.90259,-71.49527&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Relájate con toda la familia en esta casa
acogedora ubicada en Los Vilos, donde la
tranquilidad se respira, se encuentra pocos
metros de la playa y cercano a restaurantes.
Casa para 6 personas, cuenta con 3
habitaciones, matrimonial en suit, 2 baños,
living con tv cable, comedor, cocina
equipada, estacionamiento para 1 auto
dentro de la propiedad, balcon y patio
trasero.",['Acceso a la playa'],,,Ana,01-2023,https://www.airbnb.cl/rooms/811107329479952838?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=cb268b74-9af4-4570-aabd-e1d8b72e1387
7,Casa full equipada en Rocas de San Andres .,Alojamiento entero,Los Vilos,Región de Coquimbo,6,5,3, Habitación,2,privado,120.0,-32.031,-71.5144,"https://maps.google.com/maps?ll=-32.031,-71.5144&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Bonita , y  casa , con vista al mar y la posibilidad de ver una espectacular puesta de sol. En condominio cerrado , lugar muy tranquilo , sitios de 5000 metros, excelente para caminar y trotar, ideal para familia con niños. La casa está full equipada y cuenta con una exquisita chimenea.
En el lugar se cuidan mucho los recursos naturales como el agua y el entorno.


El sitio es de 5000 y cuenta con un pequeño Otero desde donde pueden tener vista de 360 grados y lugar para que los niños tengan un "" club"".
La casa tiene una espectacular vista al mar .
No hay playa pero desde la casa a 200 mts.se encuentran 2 pozones naturales especiales para bañarse.",['Cocina'],5.0,25,Daniela,10-2016,https://www.airbnb.cl/rooms/38216384?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=cb268b74-9af4-4570-aabd-e1d8b72e1387
8,Acogedora casa en Playa Pichidangui,Cabaña entero,Pichidangui,Coquimbo,8,6,4, Habitación,2,privado,105.0,-32.1408,-71.5271,"https://maps.google.com/maps?ll=-32.1408,-71.5271&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Acogedora casa de 4 habitaciones, 2 baños, cocina de concepto abierto para 8 personas con amplio espacios al aire libre y estacionamiento. A 5 cuadras de la playa en un lugar muy tranquilo cerca de la Iglesia y del Parque Urbano Pichidangui. Equipada con amplia vajilla, ollas, cubiertos, etc., TV, Wifi móvil, Encimera, Horno, Estufa, Hervidor, Refrigerador, Parrilla, Terraza. Hay juegos de entretenimiento y todo lo necesario para disfrutar de un descanso en familia.


La casa cuenta con 2 camas matrimoniales y 4 camas de 1 Plaza. Ademas cuenta con 3 colchones inflables.",['Acceso la playa Público o compartido'],5.0,5,Pamela,12-2016,https://www.airbnb.cl/rooms/758092126747728013?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=cb268b74-9af4-4570-aabd-e1d8b72e1387
9,Pichidangui Comoda Casa Vista al Mar Full Equipada,Casa de campo entero,Pichidangui,Coquimbo,10,8,4, Habitación,"2,5",privado,150.0,-32.1426,-71.53186,"https://maps.google.com/maps?ll=-32.1426,-71.53186&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Ven a relajarte y disfrutar de Pichidangui, a solo dos horas de Santiago, bellas postales, excelente vistas, playas tranquilas ideales para niños, rica gastronomia, todo lo que necesitas para compartir y disfrutar de momentos especiales",['Acceso a la playa'],5.0,14,Boris,01-2017,https://www.airbnb.cl/rooms/53997733?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=cb268b74-9af4-4570-aabd-e1d8b72e1387
