,Titulo1,Titulo2,Comuna,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,"Condominio Amankay , Dunas de Morrillos. Resort",Vivienda rentada entero,Coquimbo,9,8,4, Habitación,3,privado,150.0,-30.15126,-71.37219,"https://maps.google.com/maps?ll=-30.15126,-71.37219&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",Lugar muy tranquilo y hermoso para la familia. Especialmente si.no se quiere mover dado que camina a la playa.,"Condominio Las Dunas de Morrillos:
Hermoso Depto . Vista al mar 180º, primera línea. Ubicado en Amankay piso 82, Edificio Aterrazado con 02 estacionamientos. Gran terraza de 70m2.
4 Dormitorios;  En total 3 Baños (1 dentro de la pieza matrimonial). Incluye sabanas y toallas.
Equipado: para 8 personas, TVs, Cable, lavadora, lavavajillas, microondas,horno electrico, terraza con comedor y living, toldos, parrilla a gas y normal. 
Playa apta para el baño.


D1Cama matrimonial con baño privado con vista al mar, D2 pieza con dos camas individuales con vista al mar, D3 camarote, cama nido y cama individual con vista al mar, D4 cama individual. Living grande y cocina americana. Terraza de 70 m2.","['Acceso a la playa', 'Frente a la playa']",4.86,14,Rodrigo,05-2018,https://www.airbnb.cl/rooms/25285853?adults=1&children=0&infants=0&pets=0&check_in=2023-03-05&check_out=2023-03-10&previous_page_section_name=1000&federated_search_id=c0066dd9-977f-4444-b40a-c738a4537f8c
1,★ Primer Piso Primera Línea al lado de la Playa! ★,Condo entero,Puerto Velero,8,7,3, Habitación,2,privado,105.743,-30.2408,-71.4765,"https://maps.google.com/maps?ll=-30.2408,-71.4765&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Puerto Velero es un condominio en una localidad turística exclusiva ubicada frente a la bahía de Barnes, entre los balnearios de Tongoy y Guanaqueros, en la comuna de Coquimbo, Chile. Se encuentra situada a 45 kms de La Serena y a 430 kms de Santiago. Posee 700 departamentos distribuidos en 23 edificios.

Goza de un muy buen clima, lindos paisajes y jardines, una playa apta para el baño.","Probablemente el mejor (o uno de los mejores) departamento en todo Puerto Velero. La mejor ubicación, Primera Línea y Primer Piso! A menos de 50 metros de la playa con bajada directa, la mejor vista,  amplio jardín privado, terraza, hamaca, reposeras. Departamento amplio y equipado para disfrutar de unas vacaciones inolvidables. Sencillamente un estándar superior a otros departamentos de Puerto Velero!


✓Exclusivo departamento ✓ Primer piso ✓Primera Línea ✓La mejor vista despejada ✓Jardín privado amplio ✓Acceso directo a la playa a pasos de distancia ✓Completamente remodelado y equipado ✓ Espacioso living comedor, cocina, terraza ✓Todas las habitaciones incluyendo cocina con vista al mar, la playa Socos y la península de Tongoy ✓Cuenta con 3 dormitorios y 2 baños ✓No hay camas en comedor, living ni sofá-camas ✓Estacionamiento privado con toldo incluido ✓Disfrutarás del departamento completo.

✓Reposeras ✓Hamaca ✓Mesa de terraza ✓Wifi gratuito ✓2 Smart TV's LED con TV-Cable ✓Máquina Nespresso ✓3 Estufas Eléctricas ✓Ventanas Termopanel ✓Cocina amplia y equipada ✓Lava Vajillas ✓Horno eléctrico ✓Microondas ✓Lavadora/Secadora  ✓Plancha ✓Secador de pelo.

SIN CARGO ""TARIFA POR SERVICIO"": A diferencia de otras publicaciones nosotros no cobramos ""Tarifa por servicio"". Te invitamos a comparar el costo total.",['Vista al mar'],4.82,17,Daniel,11-2017,https://www.airbnb.cl/rooms/48301966?adults=1&children=0&infants=0&pets=0&check_in=2023-04-09&check_out=2023-04-14&previous_page_section_name=1000&federated_search_id=c0066dd9-977f-4444-b40a-c738a4537f8c
2,Excelente departamento primera línea frente al mar,Condo entero,Puerto Velero,11,10,4, Habitación,3,privado,210.0,-30.23714,-71.47665,"https://maps.google.com/maps?ll=-30.23714,-71.47665&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Excelente departamento condominio Puerto Velero, primera línea frente al mar y piscina natural. Equipado full equipado para 11 personas (1 cama nido), con 4 dormitorios y 3 baños. 
3 estacionamientos
Solo necesitas llevar tus sábanas y toallas
El condominio cuenta con:
-Control acceso y guardias 24 hrs
-Funicular y duchas en la playa
-2 restaurantes
-Playa semiprivada ideal para el baño
-8 piscinas de agua dulce y 3 de mar
-Canchas de fútbol, baby, basket, tenis y golf
-Quinchos
-Marina",['Cocina'],5.0,3,Antonia,08-2020,https://www.airbnb.cl/rooms/724005387943676744?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=c0066dd9-977f-4444-b40a-c738a4537f8c
3,Se arrienda durante todo el año...,Vivienda rentada entero,Puerto Velero,8,8,3, Habitación,2,privado,150.0,-30.2417,-71.47675,"https://maps.google.com/maps?ll=-30.2417,-71.47675&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Puerto velero es un complejo de departamentos ubicados en la Playa Socos, cuenta con un clima privilegiado y una hermosa playa de 3,7 kilómetros de arenas blancas y mar cálido donde grandes y chicos disfrutan de una experiencia total de relajo y entretención. El complejo dispone de un completo equipamiento comercial y deportivo, además se encuentra cercano a los pueblos de Tongoy y Guanaquero que cuentan con una amplio oferta gastronómica.","Espectacular departamento en Condominio de Puerto Velero con vista al mar en primera línea y jardín. Todo lo que necesitas para descansar y pasarlo bien. En la Playa de Socos, cercano a los pueblos de Tongoy y Guanaqueros, que cuentan con una amplia oferta gastronómica y de servicios.

El espacio
Departamento NUEVO full equipado de dos pisos con 3 dormitorios dentro de un condominio con pisicinas, quinchos, canchas de tenis y fútbol. El departamento incluye lavavajillas, lavadora, secadora, cocina full equipada y un estacionamiento.","['Acceso a la playa', 'Frente a la playa']",4.85,26,Gonzalo,12-2018,https://www.airbnb.cl/rooms/31164614?adults=1&children=0&infants=0&pets=0&check_in=2023-03-06&check_out=2023-03-11&previous_page_section_name=1000&federated_search_id=c0066dd9-977f-4444-b40a-c738a4537f8c
4,LAS TACAS DEPARTAMENTO DE LUJO EN PRIMERA LÍNEA,Vivienda rentada entero,Coquimbo,8,6,3, Habitación,3,privado,250.0,-30.08635,-71.37261,"https://maps.google.com/maps?ll=-30.08635,-71.37261&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Hermoso departamento para 9 personas en exclusivo condominio en el norte de Chile. Cuenta con playa privada (a 100 metros del departamento), múltiples piscinas, gimnasio, canchas de tenis, moto cross, treking,  marina, restaurant, minimarket, emporio la rosa, pescadería, feria artesanal,  entre otros. Para los niños todos los días hay diversas actividades dirigidas , para que los padres puedan descansar. A 10 minutos de Coquimbo y 25 de La Serena.


Espectacular departamento en primera linea con piso de mármol total en living y comedor, las habitaciones en piso flotante de madera blanca, tonos blancos, iluminación cálida, pulcro. El departamento esta decorado por diseñador. y al ser ultimo piso tiene una vista e iluminación inigualable.",['Vista al complejo turístico'],4.64,13,Antonia,09-2016,https://www.airbnb.cl/rooms/41009849?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=c0066dd9-977f-4444-b40a-c738a4537f8c
5,Amplio depto 120m2 c/ terraza frente Av. del Mar,Vivienda rentada entero,La Serena,8,7,3, Habitación,"2,5",privado,119.997,-29.92694,-71.27927,"https://maps.google.com/maps?ll=-29.92694,-71.27927&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",A pasos de la feria que funciona en verano con juegos de todo tipo para que los niños puedan disfrutar.,"Amplio departamento de 120 m2 con ubicación y vista inigualable del océano pacifico. Cruzando la calle estas en la playa. Tiene 3 Habitaciones, 2 baños, cocina bien equipada (lavadora y secadora), pieza de servicio y estacionamiento.

El espacio
Amplio departamento frente al mar, incluye 1 estacionamiento. Amplio Jardín y Piscina para los niños.","['Acceso a la playa', 'Frente a la playa']",4.99,74,Anthony,04-2016,https://www.airbnb.cl/rooms/16428300?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-07&previous_page_section_name=1000&federated_search_id=c0066dd9-977f-4444-b40a-c738a4537f8c
6,Departamento en condominio frente a la playa,Condo entero,Los Molles,7,5,3, Habitación,2,privado,70.0,-32.23495,-71.51065,"https://maps.google.com/maps?ll=-32.23495,-71.51065&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Departamento en condominio Bordemar Los Molles.
Piso 3 (sin ascensor)
3 dormitorios +2 baños
Capacidad para 7 personas, el depto cuenta con 1 cama matrimonial, 1 litera, 1 cama de 1.5 plazas, futón de 2 plazas.
Terraza vista al mar y al interior del condominio, piscinas y juegos infantiles.
Tv cable, estacionamiento incluido, acceso a la playa caminando, a pasos de restaurantes y locales comerciales.

Por normas Covid NO se incluyen sábanas ni Toallas.

No se aceptan mascotas",['Vista a la playa'],4.75,4,Pamela,10-2019,https://www.airbnb.cl/rooms/610048330362543178?adults=1&children=0&infants=0&pets=0&check_in=2023-03-13&check_out=2023-03-19&previous_page_section_name=1000&federated_search_id=c0066dd9-977f-4444-b40a-c738a4537f8c
7,"Dpto Av del mar/4 esquinas. 9 pax, estac y piscina",Vivienda rentada entero,La Serena,9,8,4, Habitación,3,privado,85.0,-29.92734,-71.27938,"https://maps.google.com/maps?ll=-29.92734,-71.27938&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",Este es un lugar ideal para veranear. Solo hay que cruzar la calle y estas en la arena de la playa. Cerca del departamento hay variada oferta gastronómica y almacenes de conveniencia para las compras domésticas,"Dpto ubicado en la avenida del mar justo en intersección con avenida 4 esquinas. Frente a la playa y con piscina privada. Orientación frontal norte lo que asegura aprovechar mejor las horas de sol. Dpto de 170 mts cuadrados con habitación principal con baño privado, dos habitaciones más equipadas con camarote y otra cama cada una, una pieza de servicio con cama y dos baños. Una gran terraza equipada con comedor. Estacionamiento privado incluido en el arriendo y seguridad con guardias 24 horas.


Ademas de tratarse de un departamento en muy buenas condiciones, esta es la mejor ubicación para venir a veranear a La Serena. Queda en la intersección de las dos avenidas mas conocidas de la ciudad.",['Vista al horizonte de la ciudad'],4.39,63,Felipe,08-2016,https://www.airbnb.cl/rooms/15229534?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=c0066dd9-977f-4444-b40a-c738a4537f8c
8,Espectacular vista a la playa primera linea,Vivienda rentada entero,Puerto Velero,8,7,3, Habitación,"2,5",privado,180.0,-30.24331,-71.47447,"https://maps.google.com/maps?ll=-30.24331,-71.47447&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Departamento con una vista maravillosa, acogedor, súper equipado, para quienes disfruten de lugares y ambientes con detalles.",['Vista a la bahía'],,,Carolina,07-2017,https://www.airbnb.cl/rooms/559488412879479574?adults=1&children=0&infants=0&pets=0&check_in=2023-03-13&check_out=2023-03-19&previous_page_section_name=1000&federated_search_id=c0066dd9-977f-4444-b40a-c738a4537f8c
9,Acogedor departamento equipado,Condo entero,La Serena,6,3,3, Habitación,2,privado,40.0,-29.8977,-71.26944,"https://maps.google.com/maps?ll=-29.8977,-71.26944&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Hermoso departamento, cercano a mall puertas del mar, condominio con conserjería día y noche. Cuenta con estacionamiento gratuito en el interior y de visitas en el exterior, cuenta con Internet y un televisor smart TV. Depto se encuentra en segundo piso y ofrece todas las comodidades para los huéspedes.

El espacio
Cercano a mall puertas del mar, a 5 minutos del avenida de mar, donde se encuentra pubs, carros de comida, restaurant, discos, etc.","['Acceso a la playa', 'Frente a la playa']",4.72,37,Allan,08-2019,https://www.airbnb.cl/rooms/41667989?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=c0066dd9-977f-4444-b40a-c738a4537f8c
