,Titulo1,Titulo2,Comuna,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,Linda casa de campo con piscina y hermosa vista,Casa de campo entero,Pisco Elqui,6,5,2, Habitación,2,privado,160.0,-30.14846,-70.49629,"https://maps.google.com/maps?ll=-30.14846,-70.49629&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Ideal para descansar en familia disfrutar de la tranquilidad y sol del valle de Elqui, cómoda y espacioso lugar, de arquitectura moderna, piscina, fogón, terrazas y quincho

El espacio
La casa está en sector Miraflores, desde la plaza de pisco a mi casa hay 1,8 km en el mapa se ve bien la ubicación antes del restaurante Miraflores, tiene 2 Dormitorios con camas de king (la segunda pieza tiene 2 de una plaza que se unen para dejarla matrimonial)
En el living hay 2 sofás cama de 1 plaza para saco de dormir",['Vista al valle'],4.83,18,Daniella,12-2021,https://www.airbnb.cl/rooms/54257159?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=b3faac2c-e1af-4a48-a50e-3c551376afe1
1,Tu Casa en Coquimbo Mejor barrio Hasta 5 personas,Alojamiento entero,Coquimbo,5,3,2, Habitación,1,privado,31.429,-29.98725,-71.35403,"https://maps.google.com/maps?ll=-29.98725,-71.35403&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Casa independiente en primer piso, a tres cuadras de la playa La Herradura.
Cómodamente amoblada y equipada, con buena iluminación y seguridad en condominio cerrado en tranquilo y exclusivo barrio residencial  Herradura Oriente, cerca de la entrada sur de Coquimbo. Fácil acceso. 

Estacionamiento cerrado
Dos Habitaciones
Patio con Parrilla
Lavadora
Cocina equipada
Hasta 5 personas

Cerca de Supermercado, Bares y Restaurantes
Centro de Coquimbo a 5 minutos en automóvil",['Acceso la playa Público o compartido'],4.56,59,Daniela,12-2018,https://www.airbnb.cl/rooms/24078774?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-08&previous_page_section_name=1000&federated_search_id=b3faac2c-e1af-4a48-a50e-3c551376afe1
2,Pichidangui Comoda Casa Vista al Mar Full Equipada,Casa de campo entero,Pichidangui,10,8,4, Habitación,"2,5",privado,160.0,-32.1426,-71.53186,"https://maps.google.com/maps?ll=-32.1426,-71.53186&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Ven a relajarte y disfrutar de Pichidangui, a solo dos horas de Santiago, bellas postales, excelente vistas, playas tranquilas ideales para niños, rica gastronomia, todo lo que necesitas para compartir y disfrutar de momentos especiales",['Acceso a la playa'],5.0,13,Boris,01-2017,https://www.airbnb.cl/rooms/53997733?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=b3faac2c-e1af-4a48-a50e-3c551376afe1
3,Cabaña Guanaqueros Villamar,Cabaña entero,Guanaquero,4,3,2, Habitación,1,privado,75.41,-30.1976,-71.41458,"https://maps.google.com/maps?ll=-30.1976,-71.41458&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Balneario de Guanaqueros , excelente gastronomía de productos del mar , a 12 Km. del Balneario de Tongoy y 40 minutos de las ciudades de Coquimbo y La Serena.","Cabaña 2 dormitorios , 1 con cama europea matrimonial y 1 dormitorio con 2 camas europeas de 1 plaza ellas cuenta con ropa de cama incluído sábanas.
 Baño moderno con ducha de plato , Wc y lavamanos aéreo marca Roca.
Cocina completamente equipada, encimera eléctrica   con horno a gas  , microondas,  y refrigerador. 
Living Comedor para 4 persona.
Terraza frente a la cabaña, con asadera eléctrica.
Estacionamiento Privado.


Cabaña ideal para el descanso familiar ubicado en el Condominio Villamar, el cual cuenta con guardias privados, una plaza con juegos para niños y multicancha., playa ubicada a 7 min. dispone de de TV Cable  , asadera eléctrica y estacionamiento privado.",['Acceso la playa Público o compartido'],5.0,4,Erika,12-2022,https://www.airbnb.cl/rooms/777618984747678253?adults=1&children=0&infants=0&pets=0&check_in=2023-03-06&check_out=2023-03-12&previous_page_section_name=1000&federated_search_id=b3faac2c-e1af-4a48-a50e-3c551376afe1
4,Acogedora casa descanso,Alojamiento entero,Tulahuen,6,4,3, Habitación,2,privado,96.0,-30.96562,-70.76917,"https://maps.google.com/maps?ll=-30.96562,-70.76917&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",Lugar maravilloso y tranquilo para descansar.,"Relájate con toda la familia en este tranquilo lugar para quedarse.

El espacio
Relájate con toda la familia en este tranquilo lugar para quedarse.",['Vista a las montañas'],,,Ana Beatriz,03-2018,https://www.airbnb.cl/rooms/780705019735651985?adults=1&children=0&infants=0&pets=0&check_in=2023-03-13&check_out=2023-03-19&previous_page_section_name=1000&federated_search_id=b3faac2c-e1af-4a48-a50e-3c551376afe1
5,"Glamping descanso y vacación Familiar, La Serena",Alojamiento entero,La Serena,Más de 16,13,5, Habitación,4,privado,103.913,-29.89005,-71.21986,"https://maps.google.com/maps?ll=-29.89005,-71.21986&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","La propiedad no queda al lado de la playa ni el centro, pero si camino hacia el Valle. La casa se encuentra a solo unos metros de la Avda. Islon, desde donde se puede acceder hacia el centro de la serena ( 4 km y unos 8 minutos en auto), a la playa ( 8 km a la playa el faro, unos 15 minutos en auto ), o hacia el valle del Elqui( unos 50km de Vicuña, alrededor de 1 hora en auto )
A solo 20 metros de la casa hay un pequeño local Minimarket, donde se puede comprar todo lo habitualmente necesario.
Nos ha pasado en muchas ocasiones que nuestros huespedes permanecen mucho tiempo de sus vacaciones en la propiedad, disfrutando la piscina privada, tinaja temperada, sala de cine y otros.","""Ven a vivir la experiencia Glamping con nosotros"" Glamping es un nuevo concepto de vacaciones, le brindamos comodidades para que los huéspedes puedan vivir bellos momentos familiares. Pueden compartir Piscina solo para ellos, Tinaja termal familiar, Sala de Cine, área de juegos, biblioteca además de todo lo necesario para compartir juntos y relajarse. Se Arrienda Casa amplia además de cabaña Tiny House, pudiendo ofrecer 5 dormitorios, 4 baños, cocina equipada, área para asados, entre otros.


Tiene amplios espacios, unos 120 metros cuadrados habitables, un patio con parrilla para asados, amplio estacionamiento hasta 5 vehículos.
Casa con sistema de seguridad y portón de acceso electrónico.
Ubicada a 8 kilometros de la playa el Faro y a 4 kilometros del Centro de La Serena. Cuenta con Wifi 200 Mb/seg de bajada y subida.
Piscina Privada para uso Familiar, con área de niños y de adultos.
Tinaja Termal Familiar temperada, para disfrutar en las tarde y Noches.
Sala de Cine equipada con butacas, Audio y Video de ultima generación.
Área de Juegos como Taca taca, cama saltarina, Mini Tenis de mesa, entre otros.",['Vista al patio'],4.67,27,Edu,04-2016,https://www.airbnb.cl/rooms/16410192?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-08&previous_page_section_name=1000&federated_search_id=b3faac2c-e1af-4a48-a50e-3c551376afe1
6,"Embalse puclaro, valle del elqui",Cabaña entero,Vicuña,5,4,3, Habitación,2,privado,85.276,-30.0033,-70.8409,"https://maps.google.com/maps?ll=-30.0033,-70.8409&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","se ubica a unos 400 metros de la carretera (ruta 41) al costado de Villa Puclaro. Con una subida de unos 50 mts. Un poco complicada, pero lo demás es con adocretos.","Un lugar tranquilo para relajarse, amplio terreno, piscina, parrilla. A 10 minutos de vicuña y a 35 minutos de la serena, preciosa vista y días de sol desde temprano.",['Vista al jardín'],,,Macarena,09-2022,https://www.airbnb.cl/rooms/763852230237366836?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=b3faac2c-e1af-4a48-a50e-3c551376afe1
7,"Amplia casa año 2021,comodidad,privacidad",Villa entero,Guanaquero,8,6,3, Habitación,3,privado,100.0,-30.19802,-71.42187,"https://maps.google.com/maps?ll=-30.19802,-71.42187&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Casa independiente, nueva construcción, especial para familias con niños",['Acceso la playa Público o compartido'],,,Arnaldo,05-2017,https://www.airbnb.cl/rooms/592814583397652503?adults=1&children=0&infants=0&pets=0&check_in=2023-03-12&check_out=2023-03-17&previous_page_section_name=1000&federated_search_id=b3faac2c-e1af-4a48-a50e-3c551376afe1
8,Hermosa Casa de Campo con piscina temperada,Casa de campo entero,Pisco Elqui,6,6,3, Habitación,3,privado,250.0,-30.12637,-70.4905,"https://maps.google.com/maps?ll=-30.12637,-70.4905&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Condominio muy tranquilo y acogedor, entorno natural con acceso privado a rio. A pasos de Plaza Pisco Equi y restaurantes","Hermoso lugar conectado con la naturaleza para disfrutar con la familia. Casa en exclusivo condominio cerrado, con piezas climatizadas y piscinas temperada , portón eléctrico con control, espacio suficiente para estacionar autos. A pasos de plaza de Pisco Elqui. con acceso privado a  estero .",['Vista al patio'],5.0,5,Paola,08-2022,https://www.airbnb.cl/rooms/691133749849672712?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=b3faac2c-e1af-4a48-a50e-3c551376afe1
9,Amplia casa en sector residencial de La Serena.,Villa entero,La Serena,10,9,5, Habitación,3,privado,120.0,-29.9202,-71.22815,"https://maps.google.com/maps?ll=-29.9202,-71.22815&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Casa espaciosa, equipada para 10 personas,  5 dormitorios, camas con sábanas y colchas, 3 baños con tina, amplia cocina con comedor de diario, quincho cerrado, lavandería con secadora, estacionamiento para 2 vehículos, ubicada en la parte alta de la ciudad, cercano a supermercado, restaurant y bencinera.",['Cocina'],5.0,4,Maritza,10-2019,https://www.airbnb.cl/rooms/53966328?adults=1&children=0&infants=0&pets=0&check_in=2023-03-03&check_out=2023-03-10&previous_page_section_name=1000&federated_search_id=b3faac2c-e1af-4a48-a50e-3c551376afe1
