,Titulo1,Titulo2,Comuna,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,Departamento completamente equipado,Vivienda rentada entero,Pisco Elqui,5,4,2, Habitación,1,privado,104.0,-30.121,-70.4948,"https://maps.google.com/maps?ll=-30.121,-70.4948&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Departamente independiente que cuenta con terraza privada , lugar para trabajar,cocina amplia , baño comodo con jacuzzi y shower especialmente para estar en familia o con amigos.",['Cocina'],,,Valle,05-2019,https://www.airbnb.cl/rooms/817990084733866923?adults=1&children=0&infants=0&pets=0&check_in=2023-02-26&check_out=2023-03-03&previous_page_section_name=1000
1,Maravilloso depto Puerto Velero 3D 3B,Vivienda rentada entero,Puerto Velero,8,6,3, Habitación,3,privado,140.0,-30.2368,-71.4774,"https://maps.google.com/maps?ll=-30.2368,-71.4774&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Sorprendente y relájate como nunca en este hermoso y exclusivo lugar, ubicado en un quinto piso, con doble terraza, donde tendrás unos amaneceres inolvidables y unas puestas de sol soñadas. 
Disfruta tu estadía con playas privadas paradisíacas, piscinas de agua dulce y salada. Supermercados  en el interior del resort, como también restoranes y diversas actividades para grandes y pequeños.
Como si fuera poco, tienes lugares cercanos como tongoy, guanaquero donde encontrarás ostiones y ostras.


Tranquilidad y belleza en el entorno.",['Vista a la bahía'],,,Andres,01-2017,https://www.airbnb.cl/rooms/806689333270005138?adults=1&children=0&infants=0&pets=0&check_in=2023-02-26&check_out=2023-03-03&previous_page_section_name=1000
2,"♥ Tu Destino, Tu Vista, Tu SPA ☀",Vivienda rentada entero,Coquimbo,4,3,2, Habitación,2,privado,80.0,-29.9825,-71.3522,"https://maps.google.com/maps?ll=-29.9825,-71.3522&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Área tranquila y exclusiva en playa La Herradura. Minimarket, restaurantes y miradores a pocos pasos de distancia.

En auto: Cine y Mall Vivo Coquimbo a 6 minutos, Supermercado Santa Isabel y Telepizza a 3 minutos, Casino Enjoy Coquimbo a sólo 10 minutos. La Serena a 15 minutos.

Turismo: Puedes llegar en 90 minutos a Pisco Elqui, una experiencia inolvidable. Si contratas alguna agencia turística en la región, puedes llegar a la hermosa Isla Damas.","Nuestros huéspedes lo dicen: Es el lugar perfecto para vacaciones o escapes de la ciudad ☀.
Te ofrecemos un lugar Nuevo e Impecable, con una Vista infinita al mar, Spa,  Acceso directo a la playa, Piscina, ¡y mucho más!
Tendrás 2 habitaciones, 2 baños completos, cocina full-equipada, TV cable, HBO Max, Wifi, Audio bluetooth, Libros y  más. ¡Nuestra hospitalidad hará que te sientas como en casa!. 
Nos encargaremos de que tu experiencia sea increíble y garantizamos que vas a volver a visitarnos ♥.


Completamente equipado (utensilios de cocina, ollas, vajilla, cubiertos, vasos, copas, ... ¡todo lo que imaginas! ).
Incluye sistema de sonido portátil Bose (bluetooth), WiFi de alta velocidad y calidad, HBO Max, TV cable, libros, revistas, 1 silla de playa, sombrilla y mucho más. ¿Necesitas algo adicional? ¡Consúltanos y veremos cómo ayudarte!",['Vista a la marina'],4.98,127,Carlos,06-2017,https://www.airbnb.cl/rooms/19311735?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000
3,Descanso en Playa Blanca,Vivienda rentada entero,Coquimbo,5,4,2, Habitación,1,privado,80.0,-30.22232,-71.47848,"https://maps.google.com/maps?ll=-30.22232,-71.47848&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Nuestra playa queda retirada pero aun así está cerca de sitios como Tongoy, Guanaqueros y La Serena. El ambiente es súper familiar, es un lugar tranquilo y una vez que te instalas en el depto, te puedes olvidar del auto. La vista desde el departamento es maravillosa, no hay nada entre nuestra terraza y el mar :)","Del living a la playa en 5 minutos!
Vista espectacular a pasos de una playa maravillosa. Depto. 2 dorm, 1 baño + terraza amplia en Club Playa Blanca, balneario ubicado a 15 min. de Tongoy y Guanaqueros y 50 kms. de La Serena.
En Enero y Febrero,  hay actividades a diario, ideales para familias con niños.  
Depto. no tiene conexión a cable/tv abierta/internet.
De acuerdo a los protocolos COVID, solo piscina exterior habilitada con aforo máximo de 10 personas. Medidas adicionales, favor consultar.


Uso privado de nuestro el departamento y uso compartido de las instalaciones del Club.
Ofrecemos sábanas pero no toallas.","['Acceso a la playa', 'Frente a la playa']",4.85,102,Analya,06-2011,https://www.airbnb.cl/rooms/15852474?adults=1&children=0&infants=0&pets=0&check_in=2023-02-28&check_out=2023-03-06&previous_page_section_name=1000
4,Departamento La Serena frente a la playa y Enjoy,Apartamento con servicios incluidos entero,Coquimbo,6,5,3, Habitación,2,privado,100.0,-29.94517,-71.29044,"https://maps.google.com/maps?ll=-29.94517,-71.29044&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Frente al mar,  primera línea de la playa,  al lado del casino Enjoy. Vista directa al mar.
Edificio con todas las comodidades,  piscinas, gimnasio, lavandería, portería 24 horas, estacionamiento cubierto. A pocos pasos de los mejores restaurantes, minimarkets, ciclovía y a 20 minutos del aeropuerto de Coquimbo.
Departamento completamente equipado,  con 3 habitaciones,  para 6 personas. Cuenta con tv por cable, internet, cocina equipada, jacuzzi en alcoba principal, ropa de cama y toallas.


El departamento tiene 100m2, cuenta con 3 habitaciones, la alcoba principal es de gran tamaño, con jacuzzi. La segunda y tercera habitación cada una tiene dos camas plaza y media.  La terraza tiene vista directa al mar, con mesa y silla de comedor.","['Acceso a la playa', 'Frente a la playa']",4.73,45,Nohelia,09-2018,https://www.airbnb.cl/rooms/53121256?adults=1&children=0&infants=0&pets=0&check_in=2023-03-12&check_out=2023-03-17&previous_page_section_name=1000
5,Acogedor y moderno departamento en Puerto Velero,Vivienda rentada entero,Coquimbo,5,4,2, Habitación,2,privado,180.0,-30.23936,-71.47585,"https://maps.google.com/maps?ll=-30.23936,-71.47585&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","En las cercanías están las cafeterías, piscinas, playa, restaurantes, clases deportivas, spa, tiendas, lugares para trotar, senderos y juegos para niños. También existen canchas de golf, fútbol, tenis, quinchos para asados, marina, clases de buceo dentro del resort.","Acogedor, moderno y nuevo departamento en Puerto Velero pensado para el relajo: terraza equipada, cómodas camas, equipamiento de primer nivel, acceso restringido y seguridad.
Habitación principal con cama King y baño en suite, y resto con camas de plaza y media, con colchones ortopédicos.
Internet fibra óptica, televisión, cocina completa, lavadora, calefacción y termopanel, cafetera, sistema de iluminación. 
Tranquilidad junto a todas las comodidades.


Ubicado en un primer piso, tiene un acceso único a la piscina y hacia los jardines del edificio, con entrada directa desde la terraza y una fabulosa vista del atardecer en la playa.
Dos estacionamientos disponibles para mayor comodidad.",['Vista al horizonte de la ciudad'],4.79,62,Diego,03-2018,https://www.airbnb.cl/rooms/31240047?adults=1&children=0&infants=0&pets=0&check_in=2023-02-26&check_out=2023-03-03&previous_page_section_name=1000
6,Departamento la herradura coqbo.,Vivienda rentada entero,Coquimbo,4,3,2, Habitación,2,privado,99.0,-29.98273,-71.36647,"https://maps.google.com/maps?ll=-29.98273,-71.36647&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,Vuelve a conectarte con tus seres queridos en este alojamiento ideal para familias.,['Acceso a la playa'],,,Joselin,03-2016,https://www.airbnb.cl/rooms/791403457225119264?adults=1&children=0&infants=0&pets=0&check_in=2023-02-18&check_out=2023-02-25&previous_page_section_name=1000
7,★ Primer Piso Primera Línea al lado de la Playa! ★,Condo entero,Puerto Velero,8,7,3, Habitación,2,privado,104.694,-30.2408,-71.4765,"https://maps.google.com/maps?ll=-30.2408,-71.4765&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Puerto Velero es un condominio en una localidad turística exclusiva ubicada frente a la bahía de Barnes, entre los balnearios de Tongoy y Guanaqueros, en la comuna de Coquimbo, Chile. Se encuentra situada a 45 kms de La Serena y a 430 kms de Santiago. Posee 700 departamentos distribuidos en 23 edificios.

Goza de un muy buen clima, lindos paisajes y jardines, una playa apta para el baño.","Probablemente el mejor (o uno de los mejores) departamento en todo Puerto Velero. La mejor ubicación, Primera Línea y Primer Piso! A menos de 50 metros de la playa con bajada directa, la mejor vista,  amplio jardín privado, terraza, hamaca, reposeras. Departamento amplio y equipado para disfrutar de unas vacaciones inolvidables. Sencillamente un estándar superior a otros departamentos de Puerto Velero!


✓Exclusivo departamento ✓ Primer piso ✓Primera Línea ✓La mejor vista despejada ✓Jardín privado amplio ✓Acceso directo a la playa a pasos de distancia ✓Completamente remodelado y equipado ✓ Espacioso living comedor, cocina, terraza ✓Todas las habitaciones incluyendo cocina con vista al mar, la playa Socos y la península de Tongoy ✓Cuenta con 3 dormitorios y 2 baños ✓No hay camas en comedor, living ni sofá-camas ✓Estacionamiento privado con toldo incluido ✓Disfrutarás del departamento completo.

✓Reposeras ✓Hamaca ✓Mesa de terraza ✓Wifi gratuito ✓2 Smart TV's LED con TV-Cable ✓Máquina Nespresso ✓3 Estufas Eléctricas ✓Ventanas Termopanel ✓Cocina amplia y equipada ✓Lava Vajillas ✓Horno eléctrico ✓Microondas ✓Lavadora/Secadora  ✓Plancha ✓Secador de pelo.

SIN CARGO ""TARIFA POR SERVICIO"": A diferencia de otras publicaciones nosotros no cobramos ""Tarifa por servicio"". Te invitamos a comparar el costo total.",['Vista al mar'],4.82,17,Daniel,11-2017,https://www.airbnb.cl/rooms/48301966?adults=1&children=0&infants=0&pets=0&check_in=2023-04-09&check_out=2023-04-14&previous_page_section_name=1000
8,Departamento primera línea playa La Herradura,Condo entero,Coquimbo,5,5,2, Habitación,1,privado,55.0,-29.9817,-71.35307,"https://maps.google.com/maps?ll=-29.9817,-71.35307&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"A solo unos pocos pasos de la playa, podrás disfrutar de un entorno bello y tranquilo, cercano a supermercados, estaciones de servicio, transporte público, restaurantes y a solo 5 minutos del centro de la ciudad de Coquimbo. Ubicado en condominio Costa Herradura, cuenta con piscina, áreas verdes, estacionamiento subterráneo, gimnasio, jacuzzii, lavandería, sauna y quinchos. Vigilancia las 24 hrs del día. La vista desde el balcón es en dirección al oriente.","['Acceso a playa Público o compartido', 'Frente a la playa']",4.89,9,Freddy,11-2021,https://www.airbnb.cl/rooms/53409998?adults=1&children=0&infants=0&pets=0&check_in=2023-03-04&check_out=2023-03-10&previous_page_section_name=1000
9,HERMOSO DPTO CONDOMINIO NEOHOUSE VISTA AL MAR,Vivienda rentada entero,La Serena,4,3,2, Habitación,2,privado,90.0,-29.91293,-71.27533,"https://maps.google.com/maps?ll=-29.91293,-71.27533&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",es un lugar muy seguro de facil acceso salida directa av.del mar cercano a restaurantes 6 minutos del casino enjoy,"DISFRUTA DE UN HERMOSO DEPARTAMENTO FRENTE AL MAR, TV CABLE ESTACIONAMIENTO PROPIO CONSERJERIA SALA DE JUEGOS PISO 8 FRENTE AL MAR EQUIPADO CON SABANAS Y TOALLAS, UBICACION PRIVILEGIADA EN PLENA AV.DEL MAR CERCANO A RESTAURANTES A 10 MINUTOS DEL CASINO ENJOY USO OBLIGATORIO DE MASCARILLA PROHIBIDO USO DE PISCINAS


esta ubicado en plena av.del mar a un costado del restaurante la mia pizza a 5 minutos del faro condominio neohouse","['Acceso a la playa', 'Frente a la playa']",5.0,3,Joselyn,02-2019,https://www.airbnb.cl/rooms/38658228?adults=1&children=0&infants=0&pets=0&check_in=2023-02-21&check_out=2023-02-26&previous_page_section_name=1000
