,Titulo1,Titulo2,Comuna,Region,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,CasaDiaguitas; acogedora y privada Valle del Elqui,Casa de huéspedes entero,Diaguitas,Coquimbo,6,4,3, Habitación,2,privado,100.0,-30.02395,-70.64078,"https://maps.google.com/maps?ll=-30.02395,-70.64078&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Cabañas privadas para 6 personas totalmente equipada en el corazón del Valle del Elqui y un cielo impactante. ¿Lo has visto de noche?. Cuenta con piscina privada, TV satelital, estacionamiento, quincho con barbacoa, terraza y comodidades varias para que descanses como lo mereces. Ideal para familias en un ambiente pacífico y silencioso. 

Ofrecemos un espacio único con instalaciones privadas sólo para tí y tu familia.


Capacidad máxima atención, 6 personas.
Horario ingreso: 14:00 PM
Horario salida: 12:00PM

¿Qué ofrecemos?
Cabaña equipada con
Tv satelital
Dos habitaciones con ropa de cama
Living comedor
Cocina americana con todos los utensilios
Baño
Pergola con comedor exterior 
Quincho para asados
Terraza con living exterior
Piscina 
Sector hamacas
Columpio (niños)
Sector reposeras
Estacionamiento Interior privado
Terreno cercado, privado y con atención durante todo el día.",['Vista al patio'],,,Rolando,10-2021,https://www.airbnb.cl/rooms/52895064?adults=1&children=0&infants=0&pets=0&check_in=2023-03-06&check_out=2023-03-11&previous_page_section_name=1000&federated_search_id=50377e98-a56d-42b2-ab92-d44b368b1f45
1,Acogedora y Centrica Casa de Huespedes!,Casa de huéspedes entero,Coquimbo,Chile,4,3,3, Habitación,1,privado,31.5,-29.95865,-71.33637,"https://maps.google.com/maps?ll=-29.95865,-71.33637&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Disfruta de una experiencia con estilo en un espacio céntrico, full equipado y cercano a las mayores atracciones que este pintoresco puerto tiene para conocer. El alojamiento se encuentra a pasos del Mall VIVO y el sector centro de Coquimbo, por lo que prácticamente tienes de todo a tu alcance, incluyendo el ""Terminal de Buses"".

El espacio
Para persona sola o parejas / máx 2 huéspedes. 
- 1 habitación con cama matrimonial

Para reservas de 3 a 4 huéspedes
- 2 habitaciones extra con cama individual

- ropa de cama
- veladores
- armarios
- colgadores de ropa
- toallas de baño
- baño amplio con ducha y agua caliente
- secador de pelo
- cocina equipada
- dispensador de agua purificada
- sala de estar / Smart TV & Streaming
- mesa / artículos de escritorio
- acceso gratuito a WiFi
- estacionamiento gratuito / 1 plaza",['Acceso la playa Público o compartido'],4.94,89,Caro,02-2017,https://www.airbnb.cl/rooms/52188174?adults=1&children=0&infants=0&pets=0&check_in=2023-03-12&check_out=2023-03-18&previous_page_section_name=1000&federated_search_id=50377e98-a56d-42b2-ab92-d44b368b1f45
2,Casa para Huéspedes,Casa de huéspedes entero,Coquimbo,Chile,6,5,3, Habitación,2,privado,24.052,-29.98605,-71.35277,"https://maps.google.com/maps?ll=-29.98605,-71.35277&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Relájate con   la familia en este tranquilo y seguro barrio a pocos minutos del mar.

 Un espacio muy hogareño,  tranquilo y acogedor. 

 Yo, Patricia como anfitriona los ayudaré a que se sientan como en su hogar. 

Tendrás un espacio  exclusivo, con total privacidad.

Bienvenidos!",['Acceso a la playa'],,,Juan,03-2013,https://www.airbnb.cl/rooms/807185136401739069?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=50377e98-a56d-42b2-ab92-d44b368b1f45
3,Casa con piscina frente Bahía la Herradura 👍🏼 vista,Casa de huéspedes entero,Coquimbo,Región de Coquimbo,10,8,4, Habitación,3,privado,150.0,-29.97578,-71.36833,"https://maps.google.com/maps?ll=-29.97578,-71.36833&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Maravillosa casa con piscina (desde octubre) frente al mar, primer piso totalmente independiente, y con vista a la Herradura de Coquimbo. A distancia caminable de la playa (6 cuadras) y en barrio residencial muy seguro y tranquilo. 
Tres terrazas, dos techadas
Estacionamiento para dos vehículos, amplio jardín, y lavadero.
Piscina en patio superior con gran terraza descubierta y una vista incomparable a la bahía.


Alojamiento completamente equipado para 10 personas.",['Costa'],4.57,37,Viviana Sarella,08-2017,https://www.airbnb.cl/rooms/31208702?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=50377e98-a56d-42b2-ab92-d44b368b1f45
4,hostal vicuña,Habitación privada en casa de huéspedes,Vicuña,Coquimbo,8,6,5, Habitación,2compartidos,compartido,15.0,-30.03303,-70.71569,"https://maps.google.com/maps?ll=-30.03303,-70.71569&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Disfruta de la sencillez de este alojamiento tranquilo, céntrico y economico

El espacio
hospedaje tranquilo, a 4 cuadras del centro, botillerias, supermercados, ferreterias y almacenes en las cercanias",['Cocina'],5.0,3,Sergio,10-2018,https://www.airbnb.cl/rooms/812232677851998860?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=50377e98-a56d-42b2-ab92-d44b368b1f45
5,hermoso y con una vista única,Suite de invitados entero,Coquimbo,Chile,6,4,3, Habitación,1,privado,37.8,-29.96965,-71.32644,"https://maps.google.com/maps?ll=-29.96965,-71.32644&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,Relájate con toda la familia en este alojamiento donde la tranquilidad se respira.,['Cocina'],4.84,25,Alex,07-2020,https://www.airbnb.cl/rooms/51847229?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=50377e98-a56d-42b2-ab92-d44b368b1f45
6,departamento interior,Suite de invitados entero,La Serena,Coquimbo,5,4,3, Habitación,1,privado,35.0,-29.87176,-71.24037,"https://maps.google.com/maps?ll=-29.87176,-71.24037&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"departamento interior en segundo piso , ubicado en las compañías, a 10 minutos del centro de la serena y 15 de la avenida del mar , cuenta con 3 dormitorios, 1 cama de dos plazas y 3 camas de 1 plaza , 1 baño , tiene estacionamiento para 1 vehículo",['Cocina'],4.67,3,Cristián,09-2022,https://www.airbnb.cl/rooms/732710000308541343?adults=1&children=0&infants=0&pets=0&check_in=2023-03-12&check_out=2023-03-17&previous_page_section_name=1000&federated_search_id=50377e98-a56d-42b2-ab92-d44b368b1f45
7,"Guanaqueros, Campo y mar",Habitación privada en casa de huéspedes,Guanaqueros,Coquimbo,8,5,4, Habitación,2,privado,120.008,-30.2103,-71.3968,"https://maps.google.com/maps?ll=-30.2103,-71.3968&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Lleva a toda la familia a este fantástico lugar con muchas zonas para divertirse.
Con muchas áreas al aire libre, piscinas, tinaja, quincho, cómodas y hermosas habitaciones que harán de tus vacaciones una experiencia inolvidable.

Otros aspectos a destacar
Habitaciones con baño privado y espacios como cocina, quincho, piscinas, comedores son compartidos con otros huéspedes",['Cocina'],4.75,4,Nelson,01-2023,https://www.airbnb.cl/rooms/811039120797830605?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=50377e98-a56d-42b2-ab92-d44b368b1f45
8,"Arriendo mi segundo piso, entrada independiente",Casa de huéspedes entero,Coquimbo,Chile,10,7,4, Habitación,2,privado,52.4,-29.95597,-71.27116,"https://maps.google.com/maps?ll=-29.95597,-71.27116&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Alojamiento ubicado en el límite de la ciudades de La Serena y Coquimbo, cercano a playas, supermercados, mall, Outlet, estaciones de combustible, centro de La Serena y  Coquimbo.
2.7 km a Playa Peñuelas,  Avenida del mar.
2,6 km a casino Enjoy Coquimbo. 
1 km a supermercado Lider y Unimarc. 
1.9 km a Vivo Outlet Peñuelas. 
4.4 km a Arauco Premiun Outlet Coquimbo.
6.8 km a mall Plaza La Serena.
7.9 km mall vivo Coquimbo.
8.2 km plaza de armas de La Serena.
8.7 km a plaza de armas de Coquimbo.


es una casa de segundo piso con entrada independiente y un estacionamiento.
esta habilitada para un máximo de 8 personas. 
cuenta con 4 dormitorios disponiblessegún númerode personas as, 2 baños, living, comedor y cocina amplia.",['Acceso la playa Público o compartido'],4.67,15,Jorge,01-2019,https://www.airbnb.cl/rooms/533118717654437416?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=50377e98-a56d-42b2-ab92-d44b368b1f45
9,Departamento Roma 1° piso hasta ocho personas.,Casa de huéspedes entero,Tongoy,Región de Coquimbo,8,9,3, Habitación,1,privado,110.0,-30.25981,-71.49088,"https://maps.google.com/maps?ll=-30.25981,-71.49088&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Mi nombre es Juvenal y estoy enamorado de Tongoy .
Por lo que quisiera compartir sus maravillas con ustedes.
Nuestras instalaciones albergan diez departamentos completamente equipados e independientes, solo se comparte la piscina .
cada uno posee baño privado , cocina , comedor , etc.
contamos con todos los utensilios de cocina que pueda necesitar así como también sabanas.
tenemos hamacas , parrillas , juegos de mesa , terrazas ,etc.
ubicados a solo 4 cuadras de la playa y 1 de la av. Principal


tenemos departamentos de dos hasta doce personas.
el valor varia dependiendo de la capacidad.",['Cocina'],,,Juvenal,03-2017,https://www.airbnb.cl/rooms/38994077?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=50377e98-a56d-42b2-ab92-d44b368b1f45
