,Titulo1,Titulo2,Comuna,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
10,Se arrienda durante todo el año...,Vivienda rentada entero,Puerto Velero,8,8,3, Habitación,2,privado,150.0,-30.2417,-71.47675,"https://maps.google.com/maps?ll=-30.2417,-71.47675&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Puerto velero es un complejo de departamentos ubicados en la Playa Socos, cuenta con un clima privilegiado y una hermosa playa de 3,7 kilómetros de arenas blancas y mar cálido donde grandes y chicos disfrutan de una experiencia total de relajo y entretención. El complejo dispone de un completo equipamiento comercial y deportivo, además se encuentra cercano a los pueblos de Tongoy y Guanaquero que cuentan con una amplio oferta gastronómica.","Espectacular departamento en Condominio de Puerto Velero con vista al mar en primera línea y jardín. Todo lo que necesitas para descansar y pasarlo bien. En la Playa de Socos, cercano a los pueblos de Tongoy y Guanaqueros, que cuentan con una amplia oferta gastronómica y de servicios.

El espacio
Departamento NUEVO full equipado de dos pisos con 3 dormitorios dentro de un condominio con pisicinas, quinchos, canchas de tenis y fútbol. El departamento incluye lavavajillas, lavadora, secadora, cocina full equipada y un estacionamiento.","['Acceso a la playa', 'Frente a la playa']",4.85,26,Gonzalo,12-2018,https://www.airbnb.cl/rooms/31164614?adults=1&children=0&infants=0&pets=0&check_in=2023-03-06&check_out=2023-03-11&previous_page_section_name=1000&federated_search_id=8b145cbe-04aa-4040-80c4-27ff47f6eccc
11,Acogedor departamento con hermosa vista al mar,Condo entero,La Serena,4,3,2, Habitación,2,privado,72.0,-29.89873,-71.27113,"https://maps.google.com/maps?ll=-29.89873,-71.27113&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"El departamento tiene vista directa a la laguna y al mar. Amoblado con todo lo necesario para vivir comodamente, 2 televisores, equipo de musica, horno, microonda, lavadora, juguera, tostador. Ademas de una ubicación estratégica: a pasos de la avenida del mar con acceso directo. En laguna e instalaciones se puede practicar kayak, cuenta con cancha de tenis, cancha multiuso, quincho, piscina y hermosas instalaciones para disfrutar de la laguna y playa.",['Vista a la bahía'],4.47,34,Shannen,03-2016,https://www.airbnb.cl/rooms/52327987?adults=1&children=0&infants=0&pets=0&check_in=2023-03-06&check_out=2023-03-11&previous_page_section_name=1000&federated_search_id=8b145cbe-04aa-4040-80c4-27ff47f6eccc
12,Dpto increíble vista al mar con terraza amplia ♡,Vivienda rentada entero,Los Molles,8,6,3, Habitación,2,privado,98.1,-32.23656,-71.51059,"https://maps.google.com/maps?ll=-32.23656,-71.51059&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,,"['Acceso a la playa', 'Frente a la playa']",4.87,45,Sara,02-2018,https://www.airbnb.cl/rooms/46479012?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=8b145cbe-04aa-4040-80c4-27ff47f6eccc
13,LAS TACAS DEPARTAMENTO DE LUJO EN PRIMERA LÍNEA,Vivienda rentada entero,Coquimbo,8,6,3, Habitación,3,privado,250.0,-30.08635,-71.37261,"https://maps.google.com/maps?ll=-30.08635,-71.37261&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Hermoso departamento para 9 personas en exclusivo condominio en el norte de Chile. Cuenta con playa privada (a 100 metros del departamento), múltiples piscinas, gimnasio, canchas de tenis, moto cross, treking,  marina, restaurant, minimarket, emporio la rosa, pescadería, feria artesanal,  entre otros. Para los niños todos los días hay diversas actividades dirigidas , para que los padres puedan descansar. A 10 minutos de Coquimbo y 25 de La Serena.


Espectacular departamento en primera linea con piso de mármol total en living y comedor, las habitaciones en piso flotante de madera blanca, tonos blancos, iluminación cálida, pulcro. El departamento esta decorado por diseñador. y al ser ultimo piso tiene una vista e iluminación inigualable.",['Vista al complejo turístico'],4.64,13,Antonia,09-2016,https://www.airbnb.cl/rooms/41009849?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=8b145cbe-04aa-4040-80c4-27ff47f6eccc
14,Depto Maravilloso y Remodelado,Vivienda rentada entero,Puerto Velero,6,4,2, Habitación,2,privado,190.0,-30.24018,-71.47616,"https://maps.google.com/maps?ll=-30.24018,-71.47616&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Precioso y tranquilo departamento  con espectacular vista al mar. 4to piso, 2a linea, a menos de 5 minutos caminando de la playa. 
Recién remodelado y decorado. Tiene 2 dormitórios, 2 baños, cocina completa integrada,  comedor para 8 personas y comedor en la terraza. Capacidad de hasta 6 personas. 2 en dorm ppal, 3 en dorm visitas y 1 en sofá cama en el living. 1 estacionamiento + visitas

Número de permiso
24609838-7",['Vista a la bahía'],,,Luiz,12-2022,https://www.airbnb.cl/rooms/791236823285781465?adults=1&children=0&infants=0&pets=0&check_in=2023-03-04&check_out=2023-03-09&previous_page_section_name=1000&federated_search_id=8b145cbe-04aa-4040-80c4-27ff47f6eccc
15,"Primera línea, vista panorámica al mar y SPA",Condo entero,Coquimbo,5,4,2, Habitación,2,privado,60.0,-29.98373,-71.35145,"https://maps.google.com/maps?ll=-29.98373,-71.35145&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Departamento en primera línea, con acceso directo a la playa; se encuentra muy cerca de la playa de totoralillo y del centro de coquimbo.

Es bueno saber qué hay supermercado a 15 minutos caminando.

Si deseas ir al casino o playas de la serena, te encuentras a 15 minutos en auto.","Departamento listo para la temporada 2023 con excelente ubicación y vista panorámica en playa la herradura.

Único complejo con SPA dentro de las instalaciones y acceso a sauna seco y húmedo así como también jacuzzi.

Nos preocupamos de cada detalle para que te sientas cómod@ y disfrutes tu estadía en un lugar lindo y agradable.


Departamento completamente equipado para 5 personas, amplio para que puedan esparcirse y disfrutar.

Hemos cuidado de cada detalle para que tu estadía sea única.",['Vista a la bahía'],4.93,45,Michel,12-2018,https://www.airbnb.cl/rooms/53110186?adults=1&children=0&infants=0&pets=0&check_in=2023-03-09&check_out=2023-03-14&previous_page_section_name=1000&federated_search_id=8b145cbe-04aa-4040-80c4-27ff47f6eccc
16,Moderno departamento a orilla del mar para 10,Condo entero,Coquimbo,10,9,4, Habitación,3,privado,280.0,-30.1516,-71.3726,"https://maps.google.com/maps?ll=-30.1516,-71.3726&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Este exclusivo condominio, tiene la gracia de estar situado en 6 km de playa y a media hora de coquimbo. En Guanaqueros que está a 5 minutos en auto, hay varios restaurant muy ricos y en tongoy que está a 15 minutos, se pone una feria muy entretenida además del mercado de pescados y mariscos que funciona a diario.","Queremos compartir con ustedes nuestro espectacular departamento de playa, recién remodelado y en la orilla de una de las mejores playas de Chile: Morrillos. Es un condominio familiar, con una gran piscina central, canchas de fútbol, pádel, basquetbol, voleybal. El patio de nuestro depto es una playa con más de 6 kilómetros de extensión, por lo que nunca está llena! Coquimbo está a media hora, guanaqueros a 5 minutos para ir a comer y tongoy a 15 para ir a comprar mariscos y pescados.


El departamento posee un hall central con un pasillo en el cual hay dos habitaciones enfrentadas las cuales poseen una cama de plaza y media más un moderno camarote abatible de plaza el cual además tienen un escritorio. Estos dos dormitorios comparten un baño completo. Luego está el espacio común, el cual es amplio porque unimos el living comedor con la cocina, la cual tiene una isla y está completamente equipada con todo lo que necesitas! Incluyendo lavavajillas, lavadora y secadora. Tenemos nuestro exquisito dormitorio principal en suite, con una cama King de la mejor calidad. Además tenemos una cómoda terraza con parrilla a Gas y con vista al mar para que puedas relajarte. Todo el depto está 100% remodelado con la más alta calidad, camas nuevas, ventanas de termo panel y todo el piso en porcelanato.",['Vista al complejo turístico'],5.0,6,Gabriela,01-2017,https://www.airbnb.cl/rooms/677303031826138957?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=8b145cbe-04aa-4040-80c4-27ff47f6eccc
17,Luminoso Duplex de 4 Dormitorios en Primera Línea,Condo entero,Coquimbo,10,10,4, Habitación,3,privado,250.0,-30.24366,-71.47558,"https://maps.google.com/maps?ll=-30.24366,-71.47558&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Luminoso Duplex de 4 dormitorios en primera línea en Puerto Velero. Recién reacondicionado con equipamiento de alto estándar. Configuración:
- Piso 1: cocina integrada al living y comedor, logia, dormitorio 1 con 4 camas y baño, dormitorio 2 con cama matrimonial y baño.
- Piso 2: dormitorio 3 con 4 camas, dormitorio 4 con cama matrimonial y baño, terraza panorámica.
2 estacionamientos, lavavajillas y lavadora. Escritorio para trabajar en dormitorio matrimonial piso 2.


Es un duplex muy cómodo y luminoso en primera línea  Funciona muy bien para dos familias con niños, ya que se pueden ubicar una en el primer piso y la otra en el segundo. La vista a la playa y la bahía de Tongoy es espectacula!",['Vista al puerto'],4.89,9,Sergio,11-2017,https://www.airbnb.cl/rooms/54117846?adults=1&children=0&infants=0&pets=0&check_in=2023-03-13&check_out=2023-03-18&previous_page_section_name=1000&federated_search_id=8b145cbe-04aa-4040-80c4-27ff47f6eccc
18,Inmejorable ubicación en el mar,Vivienda rentada entero,Los Molles,4,4,2, Habitación,2,privado,68.0,-32.2379,-71.5129,"https://maps.google.com/maps?ll=-32.2379,-71.5129&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Los huéspedes tendrán todo a unos pocos pasos.  Excelente ubicación, frente al mar y cerca de lugares de interés.
Grato ambiente compartido con restaurantes, bares, tiendas de artesanía, excursiones, entre otros.",['Acceso a la playa'],,,Bernardita,08-2018,https://www.airbnb.cl/rooms/826634408084669723?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-08&previous_page_section_name=1000&federated_search_id=28e10017-b3a6-491d-9515-5194c7d2aa58
19,Puerto Velero: Precioso depto para 5 personas.,Condo entero,Puerto Velero,5,4,2, Habitación,2,privado,140.0,-30.24557,-71.47977,"https://maps.google.com/maps?ll=-30.24557,-71.47977&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Precioso depto Puerto Velero , 5 personas,  cómodo,  muy equipado , vista al mar en áreas comunes y dormitorio principal , amplía terraza.  A pasos de la bajada de la playa (ascensor). 

Contarás con espacios confortables , linda decoración . Piscina para adultos y niños , hermosos jardines y una de las mejores playas en Chile . 
Podrás hacer uso de piscinas , playa ,senderismos y estacionamiento del departamento. Por pago adicional : gimnasio ,canchas de tenis , golf , quinchos para asados.",['Acceso la playa Público o compartido'],4.71,7,Carola,11-2016,https://www.airbnb.cl/rooms/41079208?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=28e10017-b3a6-491d-9515-5194c7d2aa58
20,Amplio depto duplex a pasos de la playa. 1.ª línea,Condo entero,Puerto Velero,10,9,5, Habitación,4,privado,230.0,-30.24266,-71.47573,"https://maps.google.com/maps?ll=-30.24266,-71.47573&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Es un condominio de varios edificios, el recinto cuenta con piscinas de agua dulce y posas con agua de mar en distintos sectores de uso del condominio. Hermosas vistas, jardines y senderos.
Canchas de tenis y fútbol.
Gimnasio.
Restaurantes y minimarket.
Además en temporada de enero y febrero hay un mini club para diferentes edad con monitores.","Departamento duplex moderno, remodelado.
La mejor ubicación,  primera línea con maravillosa vista a la playa y Tongoy. Acceso a la playa a pie y/o funicular, a pocos pasos.
Amplio, full equipado y muy luminoso.
2 estacionamentos
5 dormitorios (3 en suite). 10 personas.
4 baños completos
2 amplias terrazas (5.º y 6.º piso) Espaciosos closet en todos lo dormitorios.


Está ubicado en el primer edificio al lado de la bajada a la playa por escalera y/o funicular.
Es duplex 5° y 6° piso. Vista maravillosa a la playa y a Tongoy. Recién remodelado. 
Full equipado. TV Cable. Wifi.
2 estacionamientos.
5 dormitorios (3 en suite). 10 huéspedes.
4 baños completos.
2 amplias terrazas (5.º y 6.º piso)
Espaciosos closet en todas las piezas.
Cocina full equipada.",['Vista a la bahía'],4.83,18,Natalie,10-2016,https://www.airbnb.cl/rooms/21377301?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=28e10017-b3a6-491d-9515-5194c7d2aa58
21,Alojamiento entero Excelente vista a la playa,Loft entero,Los Molles,8,7,4, Habitación,2,privado,150.0,-32.24063,-71.51323,"https://maps.google.com/maps?ll=-32.24063,-71.51323&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Lugar muy tranquilo a pasos de la playa principal, no es necesario ir en vehiculo","Casa Familiar cuanta con dos piezas Matrimoniales, más dos piezas y 2 Baños.",['Vista a la bahía'],4.88,9,Carlos,10-2015,https://www.airbnb.cl/rooms/9112225?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=28e10017-b3a6-491d-9515-5194c7d2aa58
